Год_рождения,Подписаны_документы,Пол,БылПростой,ОпытВДолжности,Активность,Знак_зодиака,Возраст,Оценка_HR,УровеньОплаты,Офлайн_участие,Образование,Телефон,Город,Размер,Закрытые_проекты,ГодНайма,Курсы,Увольнение
1999.0,Нет,,No,2.0,18.0,Овен,28.0,0.0,3.0,,PHD,914323867220,,M,12.0,2013.0,2.0,0
1999.0,Нет,Male,No,2.0,,,,0.0,3.0,0.0,,914323867220,New Delhi,M,12.0,2013.0,2.0,0
1999.0,Нет,Male,,2.0,18.0,Овен,28.0,0.0,3.0,,PHD,914323867220,,M,12.0,2013.0,,0
1989.0,Нет,Male,No,2.0,422.0,Дева,38.0,4.0,3.0,0.0,,914076638968,Bangalore,M,3.0,2016.0,3.0,0
1989.0,,Male,No,2.0,422.0,,38.0,4.0,,0.0,Bachelors,914076638968,Bangalore,M,3.0,2016.0,3.0,0
1989.0,,,No,2.0,422.0,,38.0,4.0,3.0,0.0,,914076638968,Bangalore,,3.0,2016.0,3.0,0
1989.0,Нет,Male,No,2.0,,,38.0,4.0,,,Bachelors,914076638968,Bangalore,M,3.0,2016.0,3.0,0
,Нет,Male,No,2.0,422.0,Дева,38.0,4.0,3.0,0.0,Bachelors,914076638968,Bangalore,M,3.0,,,0
,Нет,Female,,2.0,,,39.0,8.0,3.0,,,914044402999,,S,2.0,2014.0,,0
1988.0,Нет,Female,No,,333.0,Близнецы,39.0,8.0,3.0,1.0,Masters,914044402999,Pune,S,2.0,2014.0,,0
1993.0,Нет,,No,4.0,114.0,Козерог,32.0,6.0,3.0,1.0,Bachelors,911488282691,Pune,L,5.0,2013.0,4.0,0
1993.0,Нет,Male,No,4.0,114.0,,32.0,6.0,,1.0,Bachelors,911488282691,,L,5.0,2013.0,4.0,0
1990.0,Да,,,2.0,,Дева,36.0,10.0,2.0,0.0,,918135131025,Pune,L,14.0,2017.0,1.0,1
1990.0,Да,Male,No,,72.0,Дева,36.0,10.0,2.0,0.0,Masters,918135131025,Pune,L,,2017.0,,1
,Да,Male,No,2.0,72.0,Дева,36.0,10.0,2.0,0.0,,918135131025,Pune,L,14.0,,1.0,1
1996.0,,,,3.0,454.0,Овен,29.0,,3.0,1.0,Masters,917326137751,New Delhi,XXL,6.0,2013.0,,0
1996.0,Нет,,,3.0,,Овен,29.0,,3.0,1.0,,917326137751,New Delhi,XXL,6.0,2013.0,2.0,0
1996.0,Нет,Male,No,,454.0,Овен,29.0,,,1.0,Masters,917326137751,New Delhi,XXL,6.0,2013.0,2.0,0
,Нет,Male,No,3.0,,Овен,29.0,4.0,3.0,1.0,,917326137751,New Delhi,XXL,6.0,2013.0,,0
1995.0,Нет,Male,No,5.0,489.0,Рак,30.0,7.0,3.0,0.0,Bachelors,914746549429,Bangalore,L,3.0,2015.0,5.0,0
1995.0,Нет,Male,No,5.0,489.0,Рак,30.0,,3.0,0.0,Bachelors,914746549429,Bangalore,,3.0,,,0
1995.0,,Male,No,5.0,,,30.0,7.0,3.0,0.0,Bachelors,914746549429,,L,3.0,,,0
,Да,Male,,3.0,336.0,,25.0,10.0,,1.0,PHD,916552964233,,L,,2013.0,3.0,1
2000.0,Да,,No,,336.0,Весы,25.0,10.0,2.0,1.0,,916552964233,Bangalore,L,1.0,,3.0,1
2000.0,Да,Male,No,3.0,336.0,,25.0,10.0,2.0,1.0,PHD,916552964233,Bangalore,L,1.0,2013.0,3.0,1
2000.0,Да,Male,,3.0,336.0,,25.0,10.0,,1.0,PHD,916552964233,Bangalore,L,1.0,2013.0,3.0,1
,Да,Male,No,3.0,336.0,Весы,25.0,10.0,2.0,1.0,PHD,916552964233,Bangalore,L,,2013.0,3.0,1
2004.0,Да,Female,No,0.0,,Дева,22.0,2.0,,1.0,Bachelors,911652508811,,S,9.0,,3.0,1
2004.0,Да,Female,No,0.0,473.0,,22.0,2.0,1.0,1.0,,911652508811,,S,9.0,2014.0,3.0,1
,Да,Female,No,0.0,473.0,Дева,22.0,,1.0,,Bachelors,911652508811,Pune,S,,2014.0,3.0,1
2004.0,Да,Female,No,0.0,473.0,Дева,,2.0,1.0,1.0,Bachelors,911652508811,Pune,S,9.0,2014.0,3.0,1
2004.0,Да,,No,0.0,473.0,,22.0,2.0,,1.0,,911652508811,Pune,S,,2014.0,3.0,1
1992.0,Нет,Male,,,426.0,Стрелец,34.0,0.0,3.0,,Bachelors,914948949151,Bangalore,S,11.0,2016.0,,0
1992.0,Нет,Male,,4.0,426.0,Стрелец,34.0,0.0,,1.0,Bachelors,914948949151,Bangalore,S,11.0,2016.0,1.0,0
1985.0,,Male,No,1.0,293.0,Овен,,,3.0,1.0,Bachelors,913225739513,,,,2018.0,2.0,1
,Да,Male,No,1.0,293.0,Овен,,3.0,3.0,1.0,Bachelors,913225739513,Bangalore,M,,,2.0,1
1985.0,Да,Male,No,1.0,293.0,Овен,40.0,3.0,3.0,1.0,Bachelors,913225739513,Bangalore,,,,2.0,1
2001.0,,Male,No,4.0,103.0,,26.0,,3.0,,PHD,918796437599,Bangalore,M,4.0,2013.0,3.0,0
,Нет,Male,,,266.0,Телец,28.0,8.0,3.0,0.0,Bachelors,918379945680,,M,14.0,2014.0,3.0,0
2001.0,Нет,Female,No,2.0,30.0,Скорпион,24.0,8.0,3.0,0.0,,919865006154,Bangalore,XL,0.0,2015.0,4.0,0
2001.0,Нет,Female,No,2.0,30.0,Скорпион,24.0,8.0,3.0,0.0,Bachelors,919865006154,Bangalore,XL,0.0,2015.0,4.0,0
,Да,Female,,2.0,463.0,Водолей,40.0,,3.0,1.0,,913775727823,Bangalore,XS,,2017.0,3.0,1
2004.0,Да,Female,No,1.0,415.0,Козерог,23.0,1.0,3.0,0.0,,915012828457,,S,9.0,2018.0,4.0,1
2004.0,Да,Female,,1.0,415.0,Козерог,23.0,,,0.0,Bachelors,915012828457,Bangalore,S,9.0,2018.0,4.0,1
1995.0,Нет,,No,4.0,246.0,,31.0,3.0,3.0,1.0,Masters,914061288427,Bangalore,M,12.0,2017.0,2.0,0
,Нет,,No,3.0,119.0,Близнецы,25.0,9.0,,0.0,Bachelors,914110186140,Pune,,1.0,2014.0,2.0,0
2002.0,Нет,Female,,3.0,,Близнецы,,9.0,,0.0,Bachelors,914110186140,Pune,XS,,,2.0,0
2002.0,Нет,Female,No,3.0,119.0,,,9.0,3.0,,,914110186140,Pune,XS,1.0,,2.0,0
1998.0,Нет,Male,,5.0,,Дева,27.0,6.0,1.0,0.0,Bachelors,915021295119,Bangalore,,11.0,2014.0,3.0,0
2001.0,Да,Female,No,3.0,248.0,Рыбы,25.0,3.0,2.0,0.0,Masters,914927216766,New Delhi,,4.0,2017.0,2.0,1
2001.0,Да,Female,No,3.0,248.0,Рыбы,25.0,3.0,2.0,0.0,,914927216766,New Delhi,M,4.0,2017.0,2.0,1
1986.0,Да,,No,0.0,419.0,Водолей,40.0,7.0,3.0,,Bachelors,913292563144,,L,,2015.0,1.0,1
1986.0,,Male,No,0.0,419.0,Водолей,,7.0,3.0,0.0,Bachelors,913292563144,,,2.0,2015.0,1.0,1
1986.0,Да,,No,0.0,,Водолей,40.0,7.0,3.0,0.0,Bachelors,913292563144,Bangalore,L,2.0,2015.0,1.0,1
1986.0,Да,Male,No,0.0,419.0,,40.0,7.0,3.0,,Bachelors,913292563144,Bangalore,,,2015.0,1.0,1
