Год_рождения,Подписаны_документы,Пол,БылПростой,ОпытВДолжности,Активность,Знак_зодиака,Возраст,Оценка_HR,УровеньОплаты,Офлайн_участие,Образование,Телефон,Город,Размер,Закрытые_проекты,ГодНайма,Курсы,Увольнение
1985.0,Нет,Male,Yes,,6.0,Весы,40.0,,,1.0,,915710600950,,L,2.0,2017.0,1.0,0
1985.0,Нет,,Yes,1.0,6.0,Весы,,,3.0,,Bachelors,915710600950,,,2.0,2017.0,1.0,0
1985.0,Нет,Male,,1.0,6.0,Весы,40.0,5.0,3.0,1.0,Bachelors,915710600950,Bangalore,L,2.0,2017.0,1.0,0
1994.0,Нет,Male,No,1.0,77.0,Стрелец,32.0,,3.0,1.0,,913208709808,New Delhi,XL,,2016.0,3.0,0
1994.0,Нет,Male,No,1.0,,Стрелец,32.0,3.0,3.0,1.0,Masters,913208709808,New Delhi,XL,,2016.0,3.0,0
1994.0,,Male,No,1.0,77.0,Стрелец,32.0,3.0,3.0,1.0,Masters,913208709808,New Delhi,XL,,2016.0,3.0,0
1989.0,Да,Female,No,,309.0,Водолей,36.0,6.0,3.0,1.0,Bachelors,911176351479,Bangalore,,7.0,2016.0,2.0,1
,Да,,No,5.0,309.0,Водолей,36.0,6.0,3.0,1.0,,911176351479,Bangalore,XS,7.0,,,1
,Да,Female,No,5.0,309.0,Водолей,36.0,6.0,3.0,,Bachelors,911176351479,,XS,7.0,2016.0,2.0,1
1989.0,Да,Female,,5.0,309.0,Водолей,,6.0,3.0,1.0,Bachelors,911176351479,Bangalore,XS,7.0,2016.0,2.0,1
1990.0,Нет,Male,,4.0,0.0,,36.0,3.0,,1.0,,911648885249,Bangalore,S,9.0,2014.0,,0
,Нет,Male,,4.0,0.0,,36.0,3.0,3.0,,Bachelors,911648885249,Bangalore,,9.0,2014.0,4.0,0
1990.0,Нет,Male,No,4.0,0.0,Козерог,,3.0,3.0,,Bachelors,911648885249,,,9.0,2014.0,4.0,0
1990.0,Нет,Male,,4.0,0.0,,36.0,3.0,3.0,1.0,Bachelors,911648885249,Bangalore,S,,,4.0,0
,Нет,Male,No,4.0,0.0,Козерог,36.0,3.0,3.0,1.0,Bachelors,911648885249,,S,,2014.0,,0
1989.0,Да,Female,,1.0,224.0,Рак,36.0,3.0,3.0,1.0,,911340169312,Bangalore,L,2.0,2014.0,1.0,1
,,,No,1.0,224.0,Рак,36.0,3.0,3.0,1.0,Bachelors,911340169312,Bangalore,L,2.0,2014.0,1.0,1
1989.0,Да,,,,224.0,Рак,36.0,3.0,3.0,1.0,Bachelors,911340169312,Bangalore,L,2.0,2014.0,1.0,1
1996.0,Да,Male,,,329.0,Рыбы,,8.0,3.0,1.0,Masters,916218390432,New Delhi,XL,,2017.0,1.0,1
,Нет,Male,Yes,,256.0,,38.0,,3.0,0.0,Bachelors,916038505357,Bangalore,M,13.0,2015.0,,0
1988.0,Нет,,Yes,,256.0,Водолей,38.0,0.0,3.0,0.0,,916038505357,Bangalore,M,,2015.0,1.0,0
1988.0,Нет,Male,Yes,4.0,256.0,Водолей,,0.0,,0.0,Bachelors,916038505357,Bangalore,M,13.0,2015.0,1.0,0
1988.0,Нет,Male,Yes,,256.0,Водолей,38.0,0.0,3.0,0.0,Bachelors,916038505357,Bangalore,M,13.0,2015.0,1.0,0
1988.0,Нет,Male,Yes,4.0,256.0,Водолей,38.0,0.0,3.0,0.0,,916038505357,,M,13.0,,,0
,,Male,No,2.0,222.0,,38.0,,3.0,1.0,,918214261087,New Delhi,M,10.0,2017.0,3.0,0
1989.0,Нет,Male,No,2.0,,,38.0,4.0,,1.0,Masters,918214261087,New Delhi,,10.0,2017.0,,0
1986.0,Нет,Male,No,2.0,217.0,Дева,39.0,,,,Bachelors,919454628740,,XL,12.0,2012.0,3.0,0
,Нет,Male,,2.0,,,39.0,10.0,3.0,0.0,,919454628740,Pune,,12.0,2012.0,3.0,0
1986.0,Нет,Male,,2.0,,,39.0,10.0,3.0,0.0,,919454628740,Pune,,,2012.0,3.0,0
,Нет,Male,No,5.0,132.0,,37.0,5.0,1.0,0.0,Bachelors,911175811103,Bangalore,XXL,3.0,2014.0,1.0,0
1988.0,Нет,Male,No,,132.0,,37.0,5.0,,0.0,Bachelors,911175811103,Bangalore,,3.0,2014.0,1.0,0
1988.0,Нет,Male,No,5.0,132.0,,37.0,5.0,,0.0,,911175811103,Bangalore,XXL,3.0,2014.0,,0
1988.0,Нет,Male,No,5.0,132.0,Козерог,37.0,5.0,1.0,,,911175811103,Bangalore,,,,,0
,Нет,Male,No,5.0,,Козерог,37.0,5.0,,,Bachelors,911175811103,Bangalore,XXL,3.0,2014.0,1.0,0
1990.0,Да,,No,1.0,41.0,Дева,,3.0,2.0,1.0,Bachelors,911486701742,Pune,,,2015.0,1.0,1
1990.0,,,No,2.0,193.0,Рак,35.0,0.0,3.0,0.0,Bachelors,913181977140,Bangalore,L,4.0,2013.0,1.0,1
1990.0,,Male,No,2.0,193.0,Рак,35.0,0.0,3.0,0.0,Bachelors,913181977140,,L,4.0,2013.0,,1
1990.0,Да,Male,No,2.0,193.0,,35.0,0.0,3.0,0.0,Bachelors,913181977140,,,4.0,2013.0,1.0,1
1990.0,Да,,No,,193.0,Рак,,0.0,3.0,0.0,Bachelors,913181977140,,,4.0,,1.0,1
,Да,Male,No,2.0,,Рак,35.0,,,0.0,Bachelors,913181977140,Bangalore,L,4.0,2013.0,1.0,1
1985.0,Да,Female,No,5.0,97.0,Дева,40.0,9.0,3.0,1.0,,911613390992,Pune,L,4.0,2013.0,3.0,1
,,Female,,,97.0,,40.0,9.0,3.0,1.0,Bachelors,911613390992,Pune,L,,2013.0,3.0,1
,Нет,,No,5.0,484.0,Весы,,,3.0,1.0,Bachelors,915528001923,,L,,2014.0,1.0,0
1986.0,,,No,,484.0,,40.0,2.0,3.0,1.0,Bachelors,915528001923,Pune,,15.0,2014.0,1.0,0
,Нет,Male,No,5.0,484.0,Весы,40.0,2.0,3.0,1.0,Bachelors,915528001923,Pune,L,,,1.0,0
1986.0,Нет,,No,5.0,484.0,Весы,40.0,2.0,3.0,1.0,Bachelors,915528001923,Pune,L,15.0,2014.0,1.0,0
1986.0,,Male,,5.0,484.0,Весы,40.0,2.0,3.0,1.0,Bachelors,915528001923,Pune,L,15.0,2014.0,1.0,0
1991.0,,Female,No,,363.0,Рак,35.0,3.0,3.0,0.0,,914103338494,Bangalore,S,3.0,,1.0,0
1991.0,,Female,No,3.0,,Рак,,3.0,3.0,0.0,Bachelors,914103338494,Bangalore,S,,2017.0,1.0,0
1991.0,Нет,Female,,3.0,,,35.0,3.0,3.0,0.0,,914103338494,Bangalore,S,3.0,,1.0,0
,Нет,Female,,,381.0,,,2.0,3.0,1.0,,917711287353,Bangalore,,0.0,2012.0,1.0,0
,Нет,Female,,5.0,381.0,Водолей,,,3.0,1.0,Bachelors,917711287353,Bangalore,M,,2012.0,,0
1985.0,Нет,Female,No,,381.0,Водолей,41.0,2.0,3.0,1.0,Bachelors,917711287353,Bangalore,M,0.0,,1.0,0
1985.0,,Female,,,381.0,Водолей,41.0,2.0,3.0,1.0,,917711287353,,,0.0,2012.0,1.0,0
1985.0,Нет,Female,No,5.0,381.0,,41.0,2.0,3.0,,Bachelors,917711287353,,M,0.0,,1.0,0
1994.0,Нет,Male,No,,31.0,Овен,32.0,2.0,,,Bachelors,911979172505,Bangalore,XL,7.0,2015.0,5.0,0
1994.0,Нет,Male,No,4.0,31.0,Овен,32.0,2.0,,1.0,Bachelors,911979172505,,XL,7.0,2015.0,5.0,0
