Год_рождения,Подписаны_документы,Пол,БылПростой,ОпытВДолжности,Активность,Знак_зодиака,Возраст,Оценка_HR,УровеньОплаты,Офлайн_участие,Образование,Телефон,Город,Размер,Закрытые_проекты,ГодНайма,Курсы,Увольнение
1991.0,,Male,,4.0,462.0,Рыбы,,10.0,1.0,0.0,Bachelors,918366985708,Bangalore,S,10.0,2013.0,5.0,1
1995.0,Нет,Male,No,5.0,,Водолей,32.0,,3.0,,PHD,918580925322,Bangalore,L,6.0,2013.0,,0
,Нет,Male,,5.0,175.0,Водолей,32.0,10.0,3.0,1.0,PHD,918580925322,Bangalore,,6.0,2013.0,4.0,0
1995.0,,Male,No,5.0,175.0,Водолей,32.0,10.0,3.0,,PHD,918580925322,Bangalore,L,6.0,2013.0,4.0,0
1995.0,Нет,Male,No,5.0,175.0,Водолей,32.0,,3.0,1.0,PHD,918580925322,Bangalore,L,,2013.0,4.0,0
1995.0,,Male,,5.0,175.0,Водолей,32.0,10.0,3.0,1.0,PHD,918580925322,Bangalore,L,6.0,2013.0,4.0,0
1996.0,Да,Female,No,,,Близнецы,31.0,5.0,1.0,1.0,Bachelors,912564514604,New Delhi,M,,2017.0,,1
,Нет,Female,No,4.0,,Лев,,8.0,3.0,1.0,Masters,915717435134,,M,4.0,2016.0,,0
1984.0,Нет,Female,No,4.0,375.0,,41.0,8.0,3.0,1.0,Masters,915717435134,New Delhi,M,4.0,,4.0,0
1984.0,Нет,Female,No,4.0,375.0,,41.0,8.0,3.0,1.0,Masters,915717435134,New Delhi,M,4.0,2016.0,4.0,0
1984.0,Нет,Female,No,4.0,,Лев,41.0,8.0,3.0,1.0,Masters,915717435134,New Delhi,M,4.0,,4.0,0
1988.0,Нет,Male,,7.0,108.0,Водолей,39.0,0.0,3.0,1.0,Bachelors,915423646840,Bangalore,,4.0,,4.0,0
,,,,,108.0,Водолей,,0.0,,1.0,Bachelors,915423646840,Bangalore,S,4.0,,4.0,0
1988.0,Нет,,No,,108.0,Водолей,39.0,0.0,3.0,,Bachelors,915423646840,Bangalore,S,4.0,2016.0,4.0,0
1988.0,Нет,,,7.0,,Водолей,39.0,0.0,3.0,1.0,Bachelors,915423646840,Bangalore,S,,,,0
1991.0,Нет,,No,5.0,,Рак,35.0,5.0,,1.0,Bachelors,911237720538,,,9.0,,4.0,0
1991.0,,Male,No,5.0,1.0,Рак,,5.0,,1.0,Bachelors,911237720538,,XL,9.0,2014.0,,0
,Нет,Female,No,,,Рыбы,38.0,9.0,3.0,0.0,Bachelors,913262163409,Pune,M,,2016.0,1.0,0
1988.0,Нет,Female,No,7.0,295.0,Рыбы,38.0,9.0,3.0,0.0,,913262163409,,M,5.0,2016.0,,0
1994.0,,Male,No,6.0,310.0,Водолей,,2.0,3.0,0.0,Bachelors,919395114960,Bangalore,S,,2016.0,2.0,0
1994.0,Нет,Male,,,,,33.0,2.0,3.0,0.0,Bachelors,919395114960,Bangalore,S,,,,0
1994.0,Нет,Male,No,,310.0,Водолей,33.0,,,0.0,Bachelors,919395114960,Bangalore,S,5.0,2016.0,2.0,0
1994.0,Нет,Male,No,6.0,310.0,Водолей,33.0,2.0,3.0,0.0,Bachelors,919395114960,Bangalore,,5.0,2016.0,2.0,0
1993.0,Нет,,,6.0,,Телец,33.0,,3.0,0.0,Bachelors,911393589852,Pune,M,0.0,2014.0,2.0,0
1993.0,Нет,Male,No,6.0,46.0,Телец,33.0,10.0,3.0,,,911393589852,,M,0.0,2014.0,2.0,0
1993.0,,,No,6.0,46.0,Телец,33.0,,3.0,,Bachelors,911393589852,Pune,M,0.0,2014.0,2.0,0
1990.0,,Male,,5.0,296.0,Рыбы,35.0,,3.0,0.0,Bachelors,914443165111,Bangalore,M,15.0,2012.0,,0
1990.0,Нет,Male,No,5.0,,Рыбы,35.0,7.0,,,Bachelors,914443165111,Bangalore,M,15.0,,4.0,0
1990.0,Нет,,No,5.0,296.0,Рыбы,35.0,7.0,3.0,0.0,Bachelors,914443165111,Bangalore,M,15.0,,4.0,0
1985.0,Нет,Male,,5.0,247.0,Дева,40.0,,3.0,0.0,PHD,919920810512,,,7.0,2013.0,5.0,0
,Нет,Female,No,,20.0,Весы,40.0,,3.0,0.0,Bachelors,919337328544,,M,,,1.0,0
1985.0,Нет,Female,,5.0,20.0,Весы,40.0,2.0,,0.0,Bachelors,919337328544,Bangalore,M,,,1.0,0
1985.0,Нет,,No,,20.0,Весы,40.0,2.0,3.0,0.0,Bachelors,919337328544,Bangalore,M,9.0,2012.0,1.0,0
1985.0,Нет,Female,No,5.0,20.0,Весы,40.0,,3.0,0.0,Bachelors,919337328544,Bangalore,M,9.0,2012.0,1.0,0
,Нет,Female,No,5.0,20.0,,,2.0,3.0,0.0,Bachelors,919337328544,,M,9.0,2012.0,,0
1988.0,Нет,,No,5.0,419.0,Скорпион,39.0,3.0,3.0,0.0,,916142546819,Bangalore,L,,2017.0,2.0,0
,,,No,5.0,419.0,,39.0,,,0.0,,916142546819,Bangalore,L,4.0,2017.0,2.0,0
1988.0,Нет,Male,No,5.0,419.0,Скорпион,39.0,3.0,3.0,,Bachelors,916142546819,Bangalore,L,4.0,2017.0,2.0,0
1988.0,,Male,No,5.0,419.0,,39.0,,3.0,0.0,,916142546819,,L,,2017.0,2.0,0
1988.0,,Male,No,5.0,419.0,,,3.0,3.0,,Bachelors,916142546819,,L,4.0,2017.0,2.0,0
1993.0,Нет,Female,No,6.0,349.0,Рыбы,33.0,,3.0,1.0,Bachelors,914716132548,Bangalore,M,5.0,2017.0,3.0,0
,Нет,Female,No,6.0,349.0,Рыбы,33.0,8.0,3.0,1.0,Bachelors,914716132548,,,5.0,2017.0,3.0,0
1993.0,Нет,Female,No,6.0,349.0,Рыбы,33.0,8.0,,1.0,Bachelors,914716132548,Bangalore,M,5.0,2017.0,3.0,0
,Нет,Female,No,6.0,349.0,,33.0,8.0,3.0,1.0,Bachelors,914716132548,,M,,2017.0,3.0,0
,Нет,Female,No,,349.0,Рыбы,33.0,,,1.0,Bachelors,914716132548,Bangalore,M,5.0,2017.0,3.0,0
1994.0,,Female,No,5.0,330.0,Телец,32.0,2.0,3.0,1.0,Bachelors,913856244836,Bangalore,L,,2014.0,4.0,0
1994.0,Нет,,No,5.0,330.0,Телец,,2.0,,1.0,Bachelors,913856244836,Bangalore,L,12.0,,,0
,Да,Female,No,7.0,498.0,Весы,40.0,4.0,3.0,1.0,Masters,911279605471,Bangalore,L,5.0,,5.0,1
1986.0,Да,Female,No,7.0,498.0,Весы,40.0,,3.0,,Masters,911279605471,Bangalore,,5.0,2014.0,5.0,1
1993.0,Нет,Male,No,6.0,314.0,Рак,,,2.0,1.0,,912811819050,New Delhi,L,2.0,2017.0,,0
1993.0,Нет,Male,No,6.0,314.0,Рак,,,,,,912811819050,New Delhi,L,2.0,2017.0,2.0,0
1993.0,Нет,,No,6.0,,Рак,33.0,6.0,2.0,1.0,Bachelors,912811819050,New Delhi,L,2.0,2017.0,2.0,0
1996.0,,,No,5.0,279.0,Рыбы,31.0,2.0,1.0,0.0,Masters,913076859647,New Delhi,,12.0,2016.0,,1
1996.0,Да,Female,No,5.0,279.0,Рыбы,31.0,2.0,1.0,0.0,Masters,913076859647,New Delhi,,12.0,2016.0,,1
1996.0,Да,Female,,5.0,279.0,Рыбы,31.0,2.0,1.0,0.0,Masters,913076859647,New Delhi,M,12.0,2016.0,,1
1991.0,,Female,No,,300.0,Рак,35.0,10.0,3.0,1.0,Bachelors,912278226373,Bangalore,S,14.0,2013.0,5.0,0
,Да,Male,,7.0,,,39.0,4.0,3.0,1.0,Bachelors,917691862187,Bangalore,L,3.0,,1.0,1
1987.0,,Male,No,7.0,,,39.0,4.0,3.0,1.0,Bachelors,917691862187,Bangalore,L,3.0,2014.0,1.0,1
1987.0,Да,Male,No,7.0,497.0,Телец,39.0,4.0,,1.0,Bachelors,917691862187,Bangalore,,3.0,,1.0,1
,Да,,No,,423.0,Козерог,39.0,7.0,3.0,0.0,Masters,914333250905,Bangalore,,4.0,2018.0,2.0,1
,Да,Female,,6.0,423.0,Козерог,39.0,7.0,3.0,0.0,Masters,914333250905,,S,,2018.0,,1
1986.0,Да,Female,No,6.0,423.0,Козерог,39.0,,3.0,,Masters,914333250905,Bangalore,,4.0,2018.0,2.0,1
1986.0,Да,Female,No,,,,39.0,7.0,3.0,0.0,Masters,914333250905,Bangalore,S,4.0,2018.0,2.0,1
,,Female,No,6.0,423.0,Козерог,39.0,7.0,3.0,0.0,Masters,914333250905,Bangalore,,,2018.0,,1
1987.0,Нет,,,2.0,93.0,,38.0,7.0,2.0,0.0,Masters,917768320127,Pune,M,8.0,,1.0,0
1987.0,Нет,Female,No,2.0,93.0,Рыбы,38.0,7.0,2.0,0.0,Masters,917768320127,Pune,M,8.0,,,0
,,Female,No,2.0,,,38.0,,2.0,0.0,Masters,917768320127,Pune,,8.0,2017.0,1.0,0
1987.0,Нет,Female,,2.0,93.0,Рыбы,,,2.0,0.0,,917768320127,Pune,,8.0,2017.0,1.0,0
1987.0,Нет,Female,No,2.0,93.0,,38.0,7.0,2.0,0.0,Masters,917768320127,Pune,,8.0,2017.0,1.0,0
