Год_рождения,Подписаны_документы,Пол,БылПростой,ОпытВДолжности,Активность,Знак_зодиака,Возраст,Оценка_HR,УровеньОплаты,Офлайн_участие,Образование,Телефон,Город,Размер,Закрытые_проекты,ГодНайма,Курсы,Увольнение
1998.0,Нет,Male,,4.0,368.0,Рак,29.0,2.0,3.0,0.0,Bachelors,913096649933,Bangalore,XL,,2012.0,5.0,0
1998.0,Нет,Male,No,4.0,368.0,Рак,29.0,2.0,,0.0,,913096649933,Bangalore,XL,3.0,2012.0,5.0,0
1997.0,Нет,Male,No,5.0,443.0,,28.0,2.0,2.0,0.0,Masters,914472503090,Pune,,3.0,,1.0,0
1997.0,,Male,No,3.0,,Козерог,,,2.0,1.0,,914596701668,,M,13.0,2016.0,1.0,1
1997.0,Нет,Male,,,455.0,Козерог,29.0,0.0,2.0,1.0,Bachelors,914596701668,Pune,M,,2016.0,1.0,1
1997.0,Нет,Male,No,,455.0,Козерог,,0.0,2.0,1.0,Bachelors,914596701668,,M,13.0,2016.0,1.0,1
,Нет,Male,No,3.0,455.0,Козерог,29.0,,,,Bachelors,914596701668,,M,,2016.0,,1
1999.0,Да,Male,No,,307.0,Рак,28.0,,3.0,1.0,Bachelors,919489380514,Pune,,0.0,2018.0,5.0,1
1999.0,Да,,No,5.0,,Рак,28.0,,3.0,1.0,,919489380514,Pune,S,0.0,2018.0,5.0,1
,,Male,No,,307.0,Рак,28.0,,3.0,1.0,Bachelors,919489380514,Pune,,0.0,2018.0,5.0,1
1999.0,Да,Male,No,5.0,307.0,Рак,,1.0,3.0,,Bachelors,919489380514,Pune,S,0.0,2018.0,5.0,1
1999.0,Да,Male,No,5.0,307.0,Рак,,1.0,3.0,1.0,,919489380514,,,0.0,,,1
1997.0,Да,Female,No,4.0,8.0,,29.0,,3.0,0.0,Bachelors,912861501172,,M,4.0,,1.0,1
1997.0,Да,,No,,8.0,Близнецы,29.0,3.0,,0.0,Bachelors,912861501172,Pune,M,4.0,2014.0,1.0,1
1997.0,Да,Female,No,4.0,8.0,Близнецы,29.0,3.0,3.0,0.0,Bachelors,912861501172,,,4.0,2014.0,1.0,1
1997.0,Нет,Male,No,,144.0,Весы,30.0,10.0,3.0,1.0,Masters,913632506745,New Delhi,M,5.0,2016.0,5.0,0
1997.0,Нет,Male,,3.0,144.0,Весы,30.0,10.0,,,Masters,913632506745,New Delhi,,5.0,,5.0,0
,Нет,Male,No,3.0,144.0,Весы,30.0,,3.0,1.0,Masters,913632506745,New Delhi,,5.0,,5.0,0
1995.0,Нет,Male,No,0.0,26.0,Рыбы,,8.0,3.0,,Bachelors,915909684115,Pune,XL,6.0,,2.0,0
1997.0,Нет,Male,No,,334.0,Скорпион,30.0,8.0,2.0,1.0,,917122191540,,,4.0,,5.0,0
1999.0,Нет,Female,No,4.0,125.0,Весы,28.0,3.0,2.0,0.0,Bachelors,916922245407,New Delhi,M,7.0,2017.0,,0
1999.0,Нет,Female,No,4.0,125.0,Весы,28.0,3.0,2.0,0.0,Bachelors,916922245407,New Delhi,,7.0,2017.0,1.0,0
,Нет,Female,,4.0,125.0,Весы,28.0,3.0,2.0,0.0,Bachelors,916922245407,New Delhi,,7.0,2017.0,,0
1999.0,Нет,Female,,4.0,125.0,Весы,28.0,3.0,2.0,,Bachelors,916922245407,New Delhi,M,,2017.0,1.0,0
1995.0,Нет,Female,No,5.0,319.0,Рак,,0.0,3.0,1.0,PHD,919780729216,Bangalore,XS,3.0,2016.0,,0
1995.0,Нет,Female,No,5.0,319.0,Рак,30.0,,3.0,1.0,PHD,919780729216,Bangalore,XS,,2016.0,2.0,0
1996.0,,Male,No,3.0,473.0,,29.0,8.0,2.0,0.0,Bachelors,914698084278,Pune,L,11.0,2017.0,4.0,0
,Да,Male,No,1.0,398.0,Козерог,30.0,4.0,2.0,,,913126892890,,L,13.0,2017.0,5.0,1
,,,,,398.0,Козерог,30.0,,2.0,1.0,Bachelors,913126892890,New Delhi,L,13.0,,5.0,1
1995.0,Да,Male,No,1.0,,Козерог,,,2.0,1.0,Bachelors,913126892890,,L,13.0,2017.0,,1
1995.0,,,No,1.0,398.0,,30.0,4.0,2.0,1.0,,913126892890,,,13.0,,5.0,1
,,Female,,1.0,44.0,,,4.0,2.0,,Bachelors,912586076526,Pune,XS,13.0,,,1
1997.0,,Female,No,,44.0,Весы,30.0,4.0,2.0,0.0,Bachelors,912586076526,Pune,,13.0,2016.0,2.0,1
,Да,Female,No,,44.0,Весы,30.0,,2.0,0.0,,912586076526,Pune,XS,13.0,2016.0,2.0,1
,Да,Female,No,1.0,44.0,,30.0,4.0,,0.0,Bachelors,912586076526,Pune,XS,13.0,,2.0,1
1997.0,Нет,,,0.0,,Водолей,,8.0,3.0,1.0,Masters,918857110730,New Delhi,L,12.0,2014.0,5.0,0
1995.0,Нет,Female,No,1.0,416.0,Близнецы,30.0,9.0,,,Masters,915371209340,,S,13.0,2015.0,4.0,0
1995.0,,Female,No,1.0,,Близнецы,30.0,,2.0,1.0,,915371209340,Pune,,,2015.0,4.0,0
1995.0,Нет,Female,No,1.0,416.0,Близнецы,30.0,9.0,2.0,1.0,,915371209340,,S,,2015.0,,0
1995.0,Нет,Female,No,1.0,,Близнецы,30.0,9.0,2.0,1.0,,915371209340,,,13.0,2015.0,4.0,0
