Год_рождения,Подписаны_документы,Пол,БылПростой,ОпытВДолжности,Активность,Знак_зодиака,Возраст,Оценка_HR,УровеньОплаты,Офлайн_участие,Образование,Телефон,Город,Размер,Закрытые_проекты,ГодНайма,Курсы,Увольнение
1999.0,Нет,Male,Yes,2.0,328.0,Близнецы,28.0,10.0,3.0,1.0,,917092402593,,,0.0,2016.0,3.0,0
1999.0,Нет,Male,Yes,2.0,328.0,,28.0,10.0,,1.0,Bachelors,917092402593,Bangalore,M,,2016.0,3.0,0
1999.0,Нет,,Yes,,,Близнецы,,10.0,3.0,1.0,Bachelors,917092402593,Bangalore,M,0.0,2016.0,,0
1999.0,Нет,Male,,,328.0,Близнецы,28.0,,,1.0,Bachelors,917092402593,Bangalore,,0.0,2016.0,3.0,0
1997.0,Да,Male,Yes,3.0,368.0,Козерог,29.0,2.0,3.0,0.0,Bachelors,911706944253,,XL,11.0,,,1
1997.0,Да,Male,Yes,3.0,368.0,Козерог,29.0,2.0,3.0,,Bachelors,911706944253,Pune,XL,,2018.0,1.0,1
1998.0,Нет,Male,Yes,4.0,451.0,Козерог,,,3.0,1.0,Bachelors,913381007115,New Delhi,L,13.0,2014.0,4.0,0
1999.0,Да,,,5.0,477.0,,27.0,3.0,3.0,1.0,Masters,913630965545,,XL,6.0,,2.0,1
1998.0,Да,Female,No,0.0,328.0,Рак,29.0,4.0,3.0,,Bachelors,914557572846,,M,13.0,,5.0,1
1998.0,Да,Female,No,0.0,328.0,Рак,29.0,,,0.0,Bachelors,914557572846,,,13.0,2017.0,5.0,1
,,,No,0.0,328.0,Рак,29.0,,3.0,0.0,Bachelors,914557572846,Pune,M,13.0,,,1
1998.0,Да,,No,0.0,328.0,Рак,,4.0,3.0,0.0,Bachelors,914557572846,Pune,,13.0,2017.0,5.0,1
1998.0,Да,,No,0.0,328.0,Рак,,4.0,3.0,,,914557572846,Pune,M,13.0,2017.0,5.0,1
,Да,Male,No,,90.0,Телец,29.0,5.0,,0.0,Bachelors,918732818483,,L,,,,1
1997.0,Да,Male,No,2.0,341.0,,30.0,6.0,3.0,0.0,Masters,913406078561,,M,11.0,2013.0,3.0,1
,,Male,No,1.0,245.0,Водолей,30.0,9.0,1.0,1.0,Bachelors,914189920800,Bangalore,S,10.0,2017.0,,0
1996.0,,Male,No,1.0,245.0,Водолей,30.0,9.0,1.0,1.0,Bachelors,914189920800,Bangalore,S,10.0,2017.0,,0
,Нет,Male,No,,245.0,Водолей,,9.0,,1.0,Bachelors,914189920800,Bangalore,S,10.0,,,0
,Нет,,No,1.0,245.0,Водолей,30.0,,1.0,1.0,Bachelors,914189920800,Bangalore,S,10.0,,3.0,0
1996.0,Нет,Male,,1.0,245.0,Водолей,,,1.0,1.0,Bachelors,914189920800,Bangalore,S,,,,0
1996.0,Нет,,Yes,1.0,281.0,Телец,,,3.0,0.0,,915254076270,New Delhi,M,,2015.0,1.0,0
1996.0,Нет,Female,Yes,1.0,,Телец,,10.0,,0.0,,915254076270,New Delhi,M,2.0,2015.0,1.0,0
,,Female,Yes,1.0,281.0,Телец,30.0,10.0,3.0,,Bachelors,915254076270,,M,2.0,2015.0,1.0,0
,Нет,Female,,1.0,281.0,Телец,30.0,10.0,3.0,0.0,Bachelors,915254076270,New Delhi,M,,2015.0,1.0,0
1995.0,Да,Female,,1.0,,Лев,30.0,,3.0,0.0,,915641527505,Pune,,6.0,2017.0,,1
1995.0,Да,,No,1.0,61.0,,30.0,,3.0,,Bachelors,915641527505,Pune,L,6.0,,1.0,1
1995.0,Да,Female,No,1.0,,Лев,30.0,0.0,3.0,0.0,Bachelors,915641527505,Pune,,6.0,2017.0,,1
1997.0,Да,Male,No,,480.0,Близнецы,30.0,0.0,3.0,1.0,,912836752806,New Delhi,,0.0,2018.0,,1
1997.0,Да,Male,No,2.0,480.0,Близнецы,30.0,0.0,3.0,,PHD,912836752806,,,0.0,2018.0,,1
1997.0,Да,Male,No,2.0,480.0,,30.0,0.0,,1.0,PHD,912836752806,New Delhi,M,,2018.0,2.0,1
1998.0,Да,,,,236.0,,29.0,5.0,3.0,1.0,Bachelors,917019340062,Bangalore,M,7.0,,2.0,1
1995.0,Нет,Male,Yes,0.0,12.0,Рак,,7.0,3.0,,Bachelors,918807479431,Bangalore,,12.0,2013.0,,0
,Нет,,Yes,0.0,12.0,,,7.0,3.0,0.0,Bachelors,918807479431,,L,12.0,2013.0,2.0,0
1995.0,Нет,Male,Yes,,12.0,Рак,30.0,,3.0,0.0,Bachelors,918807479431,Bangalore,L,12.0,,2.0,0
1995.0,Нет,,,0.0,12.0,Рак,30.0,7.0,3.0,0.0,,918807479431,Bangalore,L,12.0,2013.0,2.0,0
1997.0,Нет,Male,,5.0,29.0,,28.0,5.0,3.0,1.0,Bachelors,914056554794,,,12.0,2013.0,1.0,0
1997.0,,,,5.0,29.0,Лев,28.0,5.0,3.0,1.0,Bachelors,914056554794,Pune,XXL,,,1.0,0
1997.0,Нет,Male,,5.0,29.0,Лев,28.0,5.0,3.0,,Bachelors,914056554794,Pune,XXL,12.0,2013.0,1.0,0
1996.0,Да,Female,No,1.0,303.0,Водолей,30.0,5.0,2.0,0.0,,919156473490,,XS,6.0,2015.0,3.0,1
1996.0,Да,,No,1.0,303.0,Водолей,,5.0,2.0,0.0,Bachelors,919156473490,Pune,XS,6.0,2015.0,3.0,1
1996.0,,Female,No,1.0,303.0,Водолей,30.0,5.0,2.0,0.0,,919156473490,Pune,,,2015.0,3.0,1
1996.0,,Female,,1.0,303.0,Водолей,,5.0,2.0,0.0,Bachelors,919156473490,Pune,,6.0,2015.0,3.0,1
1996.0,Да,,No,1.0,303.0,Водолей,30.0,5.0,,0.0,Bachelors,919156473490,Pune,XS,6.0,2015.0,3.0,1
,,,,5.0,395.0,Водолей,27.0,,3.0,0.0,Masters,915186832027,,XL,2.0,2012.0,5.0,1
1999.0,Да,Male,Yes,5.0,395.0,Водолей,27.0,,,,Masters,915186832027,Pune,XL,,,5.0,1
,Да,,Yes,5.0,395.0,Водолей,27.0,4.0,3.0,0.0,Masters,915186832027,Pune,XL,2.0,2012.0,5.0,1
1996.0,Нет,Male,No,1.0,6.0,,30.0,7.0,3.0,0.0,,919447603022,Bangalore,L,7.0,2013.0,2.0,0
1999.0,,Male,,5.0,,Овен,27.0,3.0,3.0,1.0,Bachelors,919993049886,New Delhi,L,1.0,,3.0,0
1999.0,,Male,No,5.0,245.0,Овен,27.0,,3.0,1.0,,919993049886,New Delhi,,,2014.0,3.0,0
1999.0,Нет,Male,,5.0,245.0,Овен,27.0,,3.0,1.0,Bachelors,919993049886,New Delhi,L,1.0,2014.0,,0
1999.0,Нет,Male,No,5.0,245.0,Овен,27.0,,3.0,1.0,Bachelors,919993049886,New Delhi,L,,,3.0,0
1996.0,Да,Male,No,1.0,,Козерог,30.0,8.0,3.0,1.0,Masters,913833049434,,L,12.0,,1.0,1
1996.0,Да,Male,,1.0,338.0,Козерог,30.0,8.0,3.0,1.0,Masters,913833049434,Bangalore,,12.0,2013.0,1.0,1
1996.0,Да,Male,No,1.0,338.0,Козерог,,8.0,3.0,1.0,Masters,913833049434,Bangalore,,12.0,2013.0,1.0,1
1996.0,,Male,No,1.0,338.0,Козерог,30.0,8.0,3.0,1.0,Masters,913833049434,,L,,2013.0,1.0,1
,,Male,,2.0,483.0,Весы,29.0,7.0,3.0,1.0,Bachelors,913813170763,Bangalore,M,15.0,2016.0,5.0,1
1997.0,Да,Male,No,2.0,483.0,Весы,29.0,7.0,3.0,,Bachelors,913813170763,,M,15.0,2016.0,5.0,1
,Да,Male,No,2.0,335.0,,30.0,9.0,3.0,1.0,Masters,918636332689,New Delhi,,9.0,2018.0,2.0,1
1996.0,Да,Male,No,2.0,,,,9.0,3.0,,Masters,918636332689,New Delhi,L,9.0,2018.0,2.0,1
1996.0,Да,Male,No,2.0,335.0,,,9.0,3.0,,Masters,918636332689,,,9.0,2018.0,2.0,1
1996.0,Да,Male,No,2.0,,Весы,30.0,9.0,3.0,1.0,Masters,918636332689,New Delhi,L,9.0,2018.0,2.0,1
,Да,Male,No,2.0,,Весы,30.0,9.0,3.0,1.0,Masters,918636332689,New Delhi,L,9.0,2018.0,2.0,1
1999.0,Да,Female,No,5.0,390.0,Телец,27.0,4.0,,0.0,Masters,914426191795,Pune,M,,2014.0,1.0,1
1999.0,,Female,No,5.0,390.0,Телец,27.0,4.0,3.0,0.0,Masters,914426191795,,M,9.0,,,1
1999.0,Да,Female,No,,390.0,Телец,,,3.0,0.0,Masters,914426191795,Pune,M,9.0,2014.0,,1
1999.0,Да,,,5.0,,,27.0,4.0,3.0,0.0,Masters,914426191795,Pune,M,9.0,2014.0,1.0,1
1999.0,Да,Female,No,,390.0,Телец,27.0,,3.0,0.0,Masters,914426191795,Pune,M,9.0,,1.0,1
1996.0,Нет,Male,No,0.0,,,29.0,3.0,3.0,,,917766622830,Pune,XL,5.0,,2.0,0
1996.0,,Male,No,0.0,315.0,Рак,29.0,3.0,3.0,0.0,Bachelors,917766622830,Pune,,5.0,2017.0,2.0,0
1996.0,,Male,No,0.0,315.0,Рак,29.0,3.0,,0.0,Bachelors,917766622830,Pune,,,2017.0,2.0,0
1996.0,Нет,Male,,0.0,315.0,Рак,29.0,3.0,3.0,0.0,Bachelors,917766622830,Pune,XL,5.0,2017.0,2.0,0
1995.0,,Male,No,,439.0,Дева,30.0,8.0,3.0,0.0,Masters,914680924780,New Delhi,,10.0,2016.0,4.0,0
1995.0,Нет,Male,No,2.0,439.0,Дева,,8.0,3.0,0.0,Masters,914680924780,New Delhi,,10.0,,4.0,0
1995.0,Нет,,No,,439.0,Дева,30.0,8.0,3.0,,Masters,914680924780,New Delhi,M,,2016.0,4.0,0
,Да,Male,No,3.0,39.0,Лев,30.0,6.0,3.0,1.0,Masters,917248352776,,XXL,10.0,2017.0,,1
1996.0,Да,Female,No,,,Дева,30.0,8.0,,,,912821973284,Pune,S,3.0,,1.0,1
1996.0,,,No,1.0,495.0,Дева,30.0,8.0,2.0,1.0,Bachelors,912821973284,Pune,,3.0,,1.0,1
