Год_рождения,Подписаны_документы,Пол,БылПростой,ОпытВДолжности,Активность,Знак_зодиака,Возраст,Оценка_HR,УровеньОплаты,Офлайн_участие,Образование,Телефон,Город,Размер,Закрытые_проекты,ГодНайма,Курсы,Увольнение
,Нет,,No,0.0,172.0,,35.0,8.0,2.0,,Masters,918091702441,Bangalore,,11.0,2017.0,,0
1991.0,Нет,Female,,0.0,172.0,Лев,35.0,8.0,2.0,0.0,Masters,918091702441,,XS,11.0,2017.0,3.0,0
,Да,Male,No,,65.0,Близнецы,33.0,,,0.0,Bachelors,919105017353,Bangalore,M,11.0,2018.0,1.0,1
,Да,,No,4.0,65.0,Близнецы,33.0,2.0,3.0,0.0,,919105017353,Bangalore,M,11.0,2018.0,,1
,Нет,Female,No,5.0,154.0,,36.0,10.0,3.0,,Bachelors,914420424785,Pune,XS,10.0,,1.0,0
1989.0,Нет,Female,No,5.0,154.0,Рыбы,36.0,10.0,,1.0,Bachelors,914420424785,Pune,,10.0,,1.0,0
1989.0,Нет,Female,No,5.0,154.0,Рыбы,36.0,10.0,3.0,1.0,,914420424785,Pune,XS,10.0,2014.0,1.0,0
,Нет,Male,,4.0,84.0,Телец,35.0,3.0,1.0,1.0,,916925774469,Bangalore,M,3.0,2012.0,,0
1992.0,Нет,Male,No,4.0,84.0,Телец,35.0,3.0,,,Bachelors,916925774469,Bangalore,M,3.0,2012.0,1.0,0
1992.0,Нет,Male,No,4.0,,Телец,35.0,3.0,1.0,1.0,,916925774469,Bangalore,M,3.0,2012.0,1.0,0
,,Male,No,4.0,,,35.0,3.0,1.0,1.0,Bachelors,916925774469,Bangalore,M,3.0,2012.0,1.0,0
2000.0,Нет,,,,481.0,Рыбы,25.0,,,,PHD,915529198551,New Delhi,XL,,2012.0,4.0,0
2000.0,Нет,Male,,,,Рыбы,25.0,2.0,3.0,,PHD,915529198551,New Delhi,XL,0.0,2012.0,,0
2000.0,Нет,Male,No,3.0,481.0,Рыбы,25.0,2.0,3.0,1.0,PHD,915529198551,,XL,,2012.0,4.0,0
1998.0,Да,Male,No,,,Весы,29.0,8.0,2.0,1.0,Masters,912379950889,Bangalore,M,,2013.0,3.0,1
1998.0,Да,,No,1.0,214.0,Весы,,8.0,2.0,,Masters,912379950889,Bangalore,M,8.0,2013.0,3.0,1
1989.0,Нет,Female,No,3.0,206.0,Близнецы,,10.0,3.0,0.0,Bachelors,912831011304,,L,2.0,2012.0,5.0,0
,Нет,Female,No,3.0,,Близнецы,36.0,10.0,3.0,,Bachelors,912831011304,,L,2.0,2012.0,5.0,0
1989.0,,Female,,3.0,206.0,Близнецы,36.0,10.0,3.0,0.0,Bachelors,912831011304,Bangalore,L,,2012.0,5.0,0
,Нет,Female,,3.0,206.0,Близнецы,36.0,10.0,3.0,0.0,,912831011304,Bangalore,L,2.0,2012.0,5.0,0
1989.0,,Female,No,3.0,206.0,Близнецы,,10.0,,0.0,Bachelors,912831011304,Bangalore,L,2.0,,5.0,0
1988.0,,Female,No,4.0,421.0,,37.0,,2.0,1.0,Bachelors,918881862868,Pune,M,7.0,2017.0,3.0,1
1988.0,,Female,No,,421.0,Близнецы,37.0,8.0,2.0,,Bachelors,918881862868,Pune,M,,2017.0,,1
,Да,,No,4.0,421.0,,37.0,8.0,2.0,1.0,Bachelors,918881862868,Pune,M,7.0,2017.0,3.0,1
1988.0,,Female,No,4.0,421.0,Близнецы,37.0,,2.0,1.0,Bachelors,918881862868,Pune,M,7.0,2017.0,3.0,1
1992.0,Нет,Male,No,0.0,,Дева,34.0,5.0,3.0,0.0,Bachelors,913640474807,,M,15.0,2018.0,5.0,1
1992.0,Нет,Male,No,0.0,342.0,Дева,34.0,5.0,3.0,0.0,,913640474807,Pune,,15.0,2018.0,5.0,1
1992.0,Нет,Male,,0.0,,Дева,34.0,5.0,,0.0,Bachelors,913640474807,Pune,M,15.0,2018.0,5.0,1
2002.0,,,No,1.0,98.0,Рыбы,23.0,6.0,3.0,,,913439233062,Bangalore,XL,3.0,2012.0,3.0,1
2002.0,Да,Female,No,1.0,98.0,Рыбы,23.0,6.0,3.0,0.0,Bachelors,913439233062,Bangalore,XL,,2012.0,3.0,1
2003.0,,Male,No,1.0,471.0,Лев,23.0,2.0,3.0,0.0,,916875541757,Pune,XL,12.0,2017.0,1.0,0
,Нет,Male,No,1.0,471.0,,,2.0,3.0,0.0,Bachelors,916875541757,Pune,,12.0,2017.0,1.0,0
2003.0,Нет,,No,1.0,471.0,Лев,,2.0,3.0,,Bachelors,916875541757,,XL,,2017.0,1.0,0
2003.0,Нет,Male,No,1.0,471.0,Лев,23.0,2.0,,0.0,Bachelors,916875541757,Pune,,12.0,2017.0,1.0,0
2003.0,Нет,Male,,,471.0,Лев,23.0,2.0,3.0,0.0,Bachelors,916875541757,Pune,,12.0,2017.0,1.0,0
,Нет,,,,271.0,Рак,31.0,,1.0,,,911676670877,New Delhi,L,8.0,2012.0,5.0,0
1996.0,Нет,Female,No,3.0,271.0,,31.0,2.0,,0.0,,911676670877,,,8.0,,5.0,0
1986.0,Нет,,No,5.0,311.0,Лев,39.0,10.0,2.0,,,917765740832,New Delhi,L,1.0,2015.0,3.0,0
