Год_рождения,Подписаны_документы,Пол,БылПростой,ОпытВДолжности,Активность,Знак_зодиака,Возраст,Оценка_HR,УровеньОплаты,Офлайн_участие,Образование,Телефон,Город,Размер,Закрытые_проекты,ГодНайма,Курсы,Увольнение
1993.0,Да,,No,0.0,117.0,Козерог,34.0,,3.0,0.0,,918698321563,New Delhi,,8.0,2018.0,2.0,1
,Нет,,,2.0,157.0,,36.0,0.0,3.0,,Bachelors,911968389493,Bangalore,M,3.0,2016.0,1.0,0
1990.0,,Female,No,2.0,157.0,Козерог,36.0,,3.0,1.0,,911968389493,Bangalore,,3.0,,1.0,0
1990.0,,,No,2.0,157.0,Козерог,36.0,0.0,,1.0,Bachelors,911968389493,Bangalore,M,3.0,,1.0,0
1990.0,Нет,,,,157.0,Козерог,36.0,0.0,3.0,,,911968389493,Bangalore,M,3.0,,1.0,0
1987.0,Нет,Male,,3.0,128.0,Лев,40.0,1.0,3.0,0.0,PHD,911600140326,,S,15.0,2017.0,5.0,0
1987.0,Нет,,No,3.0,128.0,Лев,,1.0,,0.0,PHD,911600140326,New Delhi,S,15.0,2017.0,5.0,0
1987.0,Нет,Male,No,,128.0,Лев,40.0,1.0,3.0,,,911600140326,New Delhi,S,15.0,2017.0,,0
1987.0,Нет,Male,,3.0,128.0,,,,3.0,0.0,PHD,911600140326,,S,15.0,2017.0,5.0,0
1987.0,,Male,No,,128.0,Лев,40.0,,3.0,0.0,PHD,911600140326,New Delhi,S,15.0,2017.0,,0
1993.0,Нет,Female,No,2.0,420.0,Овен,34.0,4.0,3.0,1.0,Masters,918024583103,,L,4.0,2012.0,2.0,0
,Да,,,,,Близнецы,37.0,3.0,3.0,1.0,Bachelors,914117556393,,L,0.0,2018.0,4.0,1
1988.0,Да,,No,2.0,,,,3.0,3.0,,Bachelors,914117556393,Bangalore,L,0.0,2018.0,4.0,1
1988.0,Да,Male,No,2.0,,Близнецы,37.0,3.0,3.0,1.0,Bachelors,914117556393,Bangalore,,0.0,2018.0,4.0,1
1988.0,Нет,Male,No,3.0,288.0,Овен,38.0,,3.0,0.0,Bachelors,919206104575,Bangalore,L,,,1.0,0
1988.0,Нет,Male,No,3.0,288.0,,38.0,6.0,3.0,0.0,Bachelors,919206104575,Bangalore,L,12.0,2012.0,1.0,0
2004.0,,,No,,368.0,Стрелец,22.0,3.0,2.0,,Bachelors,913100765569,New Delhi,S,11.0,2017.0,,0
1989.0,Да,Female,No,,473.0,Козерог,36.0,3.0,,0.0,Bachelors,919337353174,Pune,M,7.0,2016.0,,1
1989.0,Да,,No,0.0,473.0,,36.0,3.0,2.0,0.0,Bachelors,919337353174,Pune,M,,2016.0,3.0,1
1990.0,Да,Female,No,1.0,133.0,Лев,35.0,5.0,,,,914326778553,New Delhi,,6.0,2013.0,2.0,1
1990.0,Да,,No,1.0,133.0,Лев,35.0,5.0,2.0,0.0,Bachelors,914326778553,New Delhi,S,6.0,2013.0,,1
1990.0,Да,Female,No,,133.0,,35.0,,2.0,0.0,Bachelors,914326778553,New Delhi,S,6.0,2013.0,2.0,1
