Год_рождения,Подписаны_документы,Пол,БылПростой,ОпытВДолжности,Активность,Знак_зодиака,Возраст,Оценка_HR,УровеньОплаты,Офлайн_участие,Образование,Телефон,Город,Размер,Закрытые_проекты,ГодНайма,Курсы,Увольнение
1993.0,Нет,,,0.0,,Овен,34.0,1.0,3.0,0.0,Bachelors,917107113682,Bangalore,,8.0,2017.0,3.0,0
1997.0,Да,Female,,,,Рыбы,28.0,2.0,1.0,0.0,Bachelors,911237763698,Pune,M,5.0,,2.0,1
1997.0,Да,Female,No,3.0,87.0,Рыбы,,2.0,1.0,0.0,Bachelors,911237763698,Pune,M,5.0,2013.0,2.0,1
1989.0,Нет,Female,No,2.0,296.0,Козерог,38.0,10.0,3.0,0.0,,919854642062,New Delhi,XS,14.0,,2.0,0
1989.0,Нет,,No,2.0,296.0,Козерог,38.0,10.0,3.0,0.0,,919854642062,New Delhi,XS,14.0,2014.0,2.0,0
1989.0,,Female,,2.0,296.0,Козерог,38.0,10.0,3.0,0.0,Bachelors,919854642062,New Delhi,XS,14.0,2014.0,2.0,0
1989.0,Нет,Female,No,2.0,296.0,Козерог,38.0,10.0,3.0,0.0,Bachelors,919854642062,,,,,,0
,,Female,No,2.0,,Козерог,38.0,10.0,,0.0,Bachelors,919854642062,New Delhi,,,2014.0,2.0,0
2000.0,Да,Male,No,,,Козерог,27.0,8.0,3.0,0.0,Masters,916447870059,Bangalore,,8.0,,3.0,1
2000.0,Да,Male,,,265.0,Козерог,,,3.0,,Masters,916447870059,,XL,8.0,2016.0,,1
2002.0,Да,,Yes,2.0,269.0,,24.0,9.0,3.0,0.0,,917010671528,,XL,12.0,2017.0,3.0,1
,Да,,Yes,,,Овен,24.0,9.0,3.0,0.0,Masters,917010671528,,XL,12.0,2017.0,3.0,1
2005.0,Нет,Male,No,0.0,13.0,Близнецы,,4.0,3.0,1.0,Bachelors,915070474755,,XL,15.0,2016.0,3.0,0
1989.0,Нет,,No,0.0,,Близнецы,38.0,10.0,3.0,,Bachelors,913772900990,New Delhi,L,14.0,2015.0,2.0,0
1989.0,Нет,Male,No,,310.0,Близнецы,38.0,10.0,3.0,0.0,Bachelors,913772900990,,L,14.0,,2.0,0
1989.0,,Male,No,0.0,310.0,Близнецы,38.0,10.0,3.0,0.0,Bachelors,913772900990,New Delhi,L,14.0,,2.0,0
1989.0,,Male,No,0.0,310.0,Близнецы,38.0,10.0,3.0,0.0,Bachelors,913772900990,,,14.0,2015.0,2.0,0
,Нет,Male,No,0.0,310.0,Близнецы,38.0,,3.0,0.0,Bachelors,913772900990,New Delhi,L,14.0,,2.0,0
,Да,Female,No,2.0,,Рак,,6.0,,0.0,Bachelors,918574591991,,M,9.0,2016.0,2.0,1
1992.0,Да,Female,,,325.0,Рак,34.0,6.0,,0.0,Bachelors,918574591991,Bangalore,,,2016.0,2.0,1
1992.0,Да,Female,No,2.0,,Рак,34.0,6.0,3.0,0.0,Bachelors,918574591991,,M,9.0,2016.0,2.0,1
1992.0,Да,Female,,2.0,,Рак,34.0,6.0,3.0,,,918574591991,Bangalore,M,9.0,,2.0,1
1992.0,,Female,No,2.0,325.0,Рак,,6.0,,0.0,Bachelors,918574591991,Bangalore,M,,2016.0,2.0,1
2004.0,Нет,Male,No,,141.0,Телец,23.0,6.0,,1.0,Bachelors,914693741025,Pune,,2.0,2016.0,,0
2004.0,,Male,No,1.0,141.0,Телец,23.0,6.0,3.0,1.0,,914693741025,Pune,XL,2.0,2016.0,3.0,0
2004.0,,Male,,1.0,141.0,Телец,23.0,6.0,3.0,1.0,,914693741025,Pune,XL,2.0,2016.0,3.0,0
,Нет,Male,No,2.0,,Дева,,,2.0,1.0,Masters,912217625151,,S,2.0,2017.0,4.0,0
1990.0,,Male,No,,265.0,Дева,,2.0,,1.0,,912217625151,,S,2.0,2017.0,4.0,0
1990.0,Нет,Male,No,2.0,265.0,Дева,37.0,,2.0,1.0,Masters,912217625151,New Delhi,S,,2017.0,4.0,0
1990.0,Нет,Male,No,2.0,265.0,Дева,37.0,2.0,2.0,1.0,Masters,912217625151,New Delhi,S,2.0,2017.0,4.0,0
1998.0,Да,,No,,422.0,,27.0,,3.0,,,913596358051,Bangalore,XL,14.0,2012.0,,1
