Год_рождения,Подписаны_документы,Пол,БылПростой,ОпытВДолжности,Активность,Знак_зодиака,Возраст,Оценка_HR,УровеньОплаты,Офлайн_участие,Образование,Телефон,Город,Размер,Закрытые_проекты,ГодНайма,Курсы,Увольнение
2002.0,Да,,No,,317.0,Козерог,25.0,2.0,3.0,0.0,Bachelors,917445816222,Bangalore,L,13.0,2013.0,2.0,1
2002.0,Да,Male,No,3.0,317.0,Козерог,25.0,2.0,3.0,,Bachelors,917445816222,Bangalore,L,,2013.0,2.0,1
2002.0,Да,Male,No,3.0,,Козерог,25.0,2.0,3.0,0.0,Bachelors,917445816222,Bangalore,L,,2013.0,2.0,1
2002.0,Да,Male,No,3.0,317.0,Козерог,25.0,,3.0,0.0,Bachelors,917445816222,Bangalore,L,,2013.0,2.0,1
2002.0,Да,Male,No,3.0,317.0,Козерог,25.0,2.0,,0.0,,917445816222,Bangalore,L,13.0,2013.0,,1
2003.0,Да,Male,No,2.0,430.0,Овен,24.0,6.0,,1.0,Masters,913594816075,,XL,0.0,2016.0,4.0,1
,Нет,Female,No,,68.0,Рак,,8.0,,0.0,,916558645390,,L,5.0,2017.0,2.0,0
,Нет,Male,No,3.0,493.0,Рак,28.0,,3.0,0.0,,914049330226,Bangalore,L,14.0,2013.0,2.0,0
2002.0,,Male,No,2.0,48.0,Рак,24.0,,3.0,1.0,Masters,917397993251,New Delhi,,13.0,2014.0,2.0,1
2002.0,Да,Male,No,2.0,48.0,Рак,24.0,10.0,3.0,1.0,Masters,917397993251,New Delhi,M,13.0,2014.0,2.0,1
2002.0,Да,Male,No,2.0,,Рак,,10.0,3.0,,Masters,917397993251,New Delhi,M,,2014.0,2.0,1
2002.0,Да,Male,No,2.0,,Рак,24.0,10.0,3.0,1.0,Masters,917397993251,New Delhi,M,13.0,2014.0,2.0,1
2003.0,Нет,Male,No,,482.0,Лев,24.0,5.0,3.0,,PHD,913892252896,New Delhi,L,5.0,,3.0,0
2003.0,Нет,,No,,482.0,Лев,24.0,,,0.0,,913892252896,New Delhi,L,5.0,,3.0,0
,Да,Male,No,3.0,,Близнецы,,1.0,3.0,0.0,Bachelors,911822831869,,M,14.0,2014.0,,1
2000.0,Нет,,No,4.0,,Рак,26.0,7.0,,0.0,Bachelors,915537377486,Pune,L,0.0,2012.0,,0
2000.0,Нет,,No,4.0,183.0,Рак,26.0,7.0,,,,915537377486,Pune,L,0.0,2012.0,2.0,0
2000.0,Нет,Male,,4.0,,Рак,26.0,7.0,2.0,0.0,Bachelors,915537377486,Pune,,0.0,2012.0,,0
1999.0,,Female,No,,327.0,Весы,,,3.0,,Masters,914732234110,Bangalore,M,14.0,2017.0,3.0,1
