Год_рождения,Подписаны_документы,Пол,БылПростой,ОпытВДолжности,Активность,Знак_зодиака,Возраст,Оценка_HR,УровеньОплаты,Офлайн_участие,Образование,Телефон,Город,Размер,Закрытые_проекты,ГодНайма,Курсы,Увольнение
1993.0,Нет,,No,1.0,477.0,Телец,33.0,1.0,3.0,1.0,Bachelors,919745276898,Bangalore,M,1.0,2014.0,,0
1991.0,Да,,No,5.0,252.0,Рыбы,34.0,4.0,1.0,,Masters,917520274837,,L,10.0,2015.0,2.0,1
1991.0,Да,Male,No,5.0,252.0,Рыбы,34.0,4.0,1.0,0.0,Masters,917520274837,New Delhi,L,10.0,2015.0,2.0,1
,Да,Male,,5.0,252.0,Рыбы,34.0,4.0,,0.0,Masters,917520274837,,L,10.0,2015.0,2.0,1
1991.0,,Male,No,5.0,252.0,Рыбы,34.0,4.0,1.0,0.0,Masters,917520274837,New Delhi,L,10.0,2015.0,2.0,1
1991.0,Да,Male,No,5.0,252.0,Рыбы,34.0,,1.0,,Masters,917520274837,New Delhi,L,10.0,2015.0,2.0,1
1987.0,Нет,,No,5.0,108.0,Весы,,1.0,1.0,0.0,Masters,915989698913,New Delhi,L,,2017.0,2.0,0
,Нет,Male,No,,108.0,Весы,40.0,1.0,1.0,0.0,Masters,915989698913,New Delhi,L,,2017.0,,0
1994.0,Нет,Male,No,4.0,151.0,Скорпион,32.0,0.0,,,Bachelors,914387422592,,L,6.0,2014.0,,0
1994.0,Нет,Male,No,4.0,151.0,Скорпион,,0.0,3.0,,,914387422592,Bangalore,,6.0,2014.0,3.0,0
1994.0,Нет,Male,No,4.0,151.0,,,0.0,3.0,0.0,Bachelors,914387422592,Bangalore,L,,2014.0,3.0,0
1994.0,,Male,No,,151.0,Скорпион,,0.0,3.0,0.0,Bachelors,914387422592,Bangalore,L,6.0,2014.0,3.0,0
,Нет,Male,,2.0,0.0,Водолей,38.0,7.0,3.0,,Bachelors,912090650870,,M,9.0,2017.0,1.0,0
1988.0,Нет,Male,No,2.0,0.0,Водолей,,,,,Bachelors,912090650870,New Delhi,M,,2017.0,1.0,0
1988.0,Нет,Male,No,2.0,0.0,Водолей,38.0,7.0,3.0,,Bachelors,912090650870,New Delhi,M,9.0,2017.0,1.0,0
,Нет,,No,2.0,0.0,,38.0,,,1.0,Bachelors,912090650870,,M,9.0,2017.0,1.0,0
1988.0,Нет,Male,No,4.0,384.0,Рак,38.0,,,1.0,Bachelors,913327136868,Bangalore,L,5.0,2015.0,,0
1988.0,,Male,No,4.0,384.0,,38.0,6.0,3.0,1.0,,913327136868,Bangalore,L,5.0,2015.0,,0
1994.0,,Male,No,,386.0,Стрелец,32.0,7.0,3.0,1.0,Bachelors,917181147722,,S,,2015.0,1.0,0
,Да,Female,Yes,3.0,,Козерог,31.0,,,1.0,Bachelors,914440328886,Bangalore,M,15.0,2013.0,,1
1987.0,Нет,,No,0.0,202.0,Водолей,39.0,10.0,3.0,0.0,Bachelors,914908384564,Bangalore,L,4.0,2015.0,1.0,0
,Нет,Female,No,0.0,202.0,Водолей,39.0,10.0,,0.0,Bachelors,914908384564,Bangalore,,4.0,,,0
1985.0,Нет,Male,Yes,2.0,,Рак,41.0,,2.0,0.0,Masters,913784972788,Pune,,,2017.0,2.0,0
1985.0,,Male,Yes,2.0,320.0,Рак,41.0,0.0,2.0,0.0,Masters,913784972788,,,11.0,2017.0,,0
1985.0,Нет,Male,Yes,2.0,320.0,Рак,41.0,,2.0,0.0,,913784972788,Pune,,11.0,2017.0,2.0,0
1985.0,Нет,Male,Yes,2.0,320.0,Рак,41.0,0.0,,0.0,Masters,913784972788,Pune,S,11.0,2017.0,2.0,0
1990.0,Да,Female,Yes,,446.0,,35.0,10.0,,1.0,Bachelors,912980109214,Pune,,0.0,,1.0,1
1990.0,Да,,,2.0,446.0,Скорпион,35.0,10.0,2.0,1.0,Bachelors,912980109214,Pune,M,,2015.0,1.0,1
1988.0,Нет,Male,No,,,Дева,,4.0,3.0,1.0,Bachelors,913402753586,Pune,,,2016.0,1.0,0
1988.0,Нет,Male,No,,53.0,Дева,39.0,4.0,,1.0,Bachelors,913402753586,Pune,L,7.0,,1.0,0
1986.0,Нет,Female,No,0.0,488.0,Рыбы,40.0,1.0,3.0,,Bachelors,913374651363,Bangalore,XL,5.0,,2.0,0
1986.0,Нет,Female,No,0.0,,Рыбы,40.0,,3.0,1.0,Bachelors,913374651363,Bangalore,XL,5.0,2014.0,2.0,0
1986.0,Нет,Female,No,0.0,488.0,Рыбы,,,3.0,1.0,Bachelors,913374651363,,XL,5.0,2014.0,2.0,0
1986.0,Нет,,No,0.0,488.0,Рыбы,40.0,1.0,3.0,1.0,Bachelors,913374651363,Bangalore,XL,,2014.0,2.0,0
1984.0,Нет,Male,No,1.0,211.0,,41.0,,3.0,1.0,Bachelors,918113703664,Bangalore,,,2016.0,4.0,0
1984.0,Нет,Male,No,1.0,,Стрелец,41.0,7.0,3.0,1.0,,918113703664,Bangalore,M,8.0,2016.0,4.0,0
1984.0,,,No,1.0,211.0,Стрелец,41.0,7.0,3.0,1.0,,918113703664,Bangalore,M,8.0,2016.0,4.0,0
1984.0,,Male,No,1.0,211.0,Стрелец,41.0,7.0,3.0,1.0,Bachelors,918113703664,Bangalore,M,8.0,,4.0,0
,Нет,Male,No,,211.0,,41.0,7.0,3.0,1.0,,918113703664,Bangalore,M,8.0,2016.0,4.0,0
1991.0,Нет,Female,No,1.0,376.0,,,7.0,2.0,1.0,Masters,911325662691,Pune,,9.0,,1.0,0
1991.0,,Female,No,1.0,376.0,Скорпион,34.0,7.0,2.0,,Masters,911325662691,Pune,S,9.0,,1.0,0
1991.0,Нет,Female,No,1.0,,Скорпион,,7.0,2.0,1.0,,911325662691,,S,9.0,2015.0,,0
,Нет,Female,No,1.0,376.0,Скорпион,34.0,7.0,,,Masters,911325662691,Pune,S,9.0,2015.0,1.0,0
,,Female,No,,,Скорпион,34.0,7.0,2.0,1.0,,911325662691,,S,9.0,2015.0,1.0,0
1989.0,,,No,,119.0,Овен,37.0,2.0,2.0,1.0,Bachelors,913724480318,Pune,M,5.0,,,1
1989.0,Да,,No,5.0,,,,2.0,2.0,1.0,Bachelors,913724480318,Pune,M,5.0,2016.0,3.0,1
1989.0,Да,Female,,5.0,119.0,,37.0,2.0,2.0,1.0,Bachelors,913724480318,,,5.0,2016.0,3.0,1
,,Male,,,,Весы,,1.0,,,Bachelors,915046770456,New Delhi,L,,2017.0,2.0,0
1989.0,Нет,Male,No,2.0,392.0,Весы,36.0,1.0,2.0,1.0,Bachelors,915046770456,New Delhi,L,11.0,,2.0,0
1989.0,Нет,Male,No,2.0,392.0,Весы,36.0,1.0,,1.0,Bachelors,915046770456,New Delhi,L,11.0,2017.0,2.0,0
1989.0,,Male,No,2.0,392.0,Весы,36.0,1.0,2.0,1.0,Bachelors,915046770456,New Delhi,,11.0,2017.0,2.0,0
1989.0,Нет,Male,No,1.0,323.0,Рак,37.0,4.0,3.0,0.0,,916306354144,Pune,XXL,1.0,2015.0,,0
1989.0,,,No,1.0,323.0,Рак,37.0,4.0,,0.0,Bachelors,916306354144,,XXL,1.0,2015.0,3.0,0
1989.0,Нет,Male,No,1.0,323.0,Рак,37.0,4.0,,0.0,Bachelors,916306354144,Pune,,1.0,2015.0,3.0,0
1989.0,Нет,Male,,,,Рак,37.0,4.0,3.0,,Bachelors,916306354144,Pune,XXL,,2015.0,3.0,0
1989.0,Нет,Male,No,1.0,,Рак,,4.0,,0.0,,916306354144,,XXL,1.0,2015.0,3.0,0
1986.0,Нет,,No,,,Лев,40.0,3.0,1.0,1.0,Masters,916926734622,Pune,S,4.0,2015.0,1.0,0
1986.0,Нет,Female,No,,121.0,Лев,40.0,3.0,1.0,,Masters,916926734622,Pune,S,4.0,2015.0,1.0,0
1986.0,Нет,Female,No,,121.0,Лев,40.0,3.0,1.0,1.0,,916926734622,Pune,,4.0,2015.0,,0
1986.0,Нет,Female,No,1.0,121.0,Лев,40.0,3.0,1.0,1.0,Masters,916926734622,Pune,S,4.0,2015.0,1.0,0
1986.0,Да,Female,Yes,0.0,495.0,Весы,39.0,7.0,3.0,0.0,Bachelors,914969749251,New Delhi,S,,,3.0,1
1989.0,Нет,,No,5.0,222.0,Овен,36.0,,2.0,1.0,Bachelors,918823003430,,XL,,2017.0,2.0,0
,Нет,,No,5.0,222.0,Овен,36.0,4.0,2.0,,Bachelors,918823003430,,XL,7.0,2017.0,2.0,0
1989.0,Нет,,No,5.0,222.0,Овен,36.0,4.0,2.0,1.0,,918823003430,,XL,7.0,2017.0,,0
1989.0,Нет,Female,No,5.0,222.0,Овен,36.0,4.0,,,,918823003430,New Delhi,XL,7.0,2017.0,2.0,0
1995.0,Да,Female,,2.0,306.0,Овен,32.0,,2.0,1.0,Bachelors,911519415657,Bangalore,XS,5.0,2015.0,,1
,Да,Female,No,,306.0,,32.0,8.0,2.0,1.0,Bachelors,911519415657,Bangalore,XS,5.0,2015.0,3.0,1
1995.0,Да,Female,No,2.0,306.0,Овен,32.0,,2.0,1.0,Bachelors,911519415657,Bangalore,XS,5.0,2015.0,,1
1995.0,Да,Female,No,2.0,306.0,Овен,32.0,8.0,2.0,,Bachelors,911519415657,Bangalore,XS,5.0,2015.0,3.0,1
1995.0,,,No,1.0,,Лев,31.0,,3.0,0.0,PHD,918221734102,,M,,2015.0,,0
1996.0,,Male,No,4.0,41.0,Дева,,9.0,3.0,,,917632588929,Bangalore,,,2012.0,5.0,0
1996.0,Нет,Male,No,4.0,41.0,Дева,31.0,9.0,3.0,0.0,Bachelors,917632588929,Bangalore,M,0.0,2012.0,,0
1991.0,Нет,Female,No,5.0,249.0,Стрелец,36.0,2.0,,1.0,Bachelors,912874965652,,M,0.0,2013.0,,0
1991.0,Нет,Female,No,5.0,249.0,,36.0,,3.0,1.0,Bachelors,912874965652,New Delhi,M,,2013.0,5.0,0
1991.0,Нет,Female,No,5.0,249.0,Стрелец,36.0,2.0,3.0,1.0,Bachelors,912874965652,New Delhi,,0.0,,5.0,0
1992.0,,Male,,3.0,218.0,Водолей,35.0,2.0,3.0,0.0,Bachelors,913057846180,Bangalore,M,4.0,2014.0,1.0,0
1992.0,Нет,,No,3.0,218.0,Водолей,35.0,2.0,3.0,0.0,Bachelors,913057846180,Bangalore,,4.0,2014.0,1.0,0
1994.0,Да,Female,,2.0,126.0,Козерог,33.0,8.0,2.0,0.0,Masters,911568884665,New Delhi,S,4.0,2013.0,2.0,1
1994.0,Да,,,,126.0,Козерог,33.0,8.0,2.0,0.0,,911568884665,New Delhi,,4.0,2013.0,2.0,1
1988.0,Нет,Male,Yes,1.0,221.0,Телец,39.0,5.0,3.0,,Bachelors,914489890595,Bangalore,L,,2014.0,3.0,0
1988.0,Нет,,Yes,1.0,221.0,Телец,39.0,5.0,,0.0,Bachelors,914489890595,Bangalore,,0.0,2014.0,3.0,0
1988.0,,Male,Yes,1.0,221.0,,,5.0,3.0,,Bachelors,914489890595,Bangalore,L,0.0,2014.0,3.0,0
1992.0,Да,Female,No,,,Близнецы,35.0,4.0,,1.0,Bachelors,918951096794,Pune,,,2015.0,2.0,1
1992.0,Да,Female,No,,461.0,Близнецы,,4.0,,,Bachelors,918951096794,,XXL,0.0,,2.0,1
1992.0,Да,Female,No,1.0,461.0,,35.0,,3.0,1.0,Bachelors,918951096794,Pune,XXL,0.0,2015.0,2.0,1
1992.0,Да,Female,,1.0,461.0,Близнецы,,4.0,,1.0,Bachelors,918951096794,Pune,XXL,0.0,2015.0,2.0,1
1992.0,,Female,No,1.0,461.0,,35.0,4.0,3.0,1.0,Bachelors,918951096794,Pune,XXL,0.0,2015.0,2.0,1
,Нет,Female,No,4.0,329.0,,38.0,6.0,3.0,0.0,Bachelors,914349918128,Bangalore,S,9.0,,3.0,0
1987.0,Нет,Female,No,4.0,329.0,Козерог,38.0,6.0,,0.0,Bachelors,914349918128,Bangalore,S,9.0,2013.0,3.0,0
1988.0,Да,Female,No,4.0,215.0,,,2.0,3.0,1.0,Masters,912798461430,Bangalore,S,1.0,,4.0,1
1988.0,Да,,,,215.0,Рыбы,39.0,2.0,3.0,,,912798461430,Bangalore,,1.0,2017.0,4.0,1
1988.0,,Female,No,,,Рыбы,39.0,2.0,3.0,1.0,Masters,912798461430,Bangalore,S,1.0,,4.0,1
1991.0,Да,Male,,2.0,196.0,,,5.0,2.0,0.0,Bachelors,918145350317,Pune,XL,13.0,2014.0,1.0,1
1996.0,Нет,Male,,1.0,,Лев,31.0,,3.0,0.0,Bachelors,913313359318,Pune,M,2.0,2016.0,3.0,0
,Нет,Male,No,,2.0,Лев,31.0,5.0,3.0,0.0,Bachelors,913313359318,Pune,M,,,3.0,0
1996.0,Нет,Male,No,1.0,2.0,Лев,31.0,5.0,,0.0,Bachelors,913313359318,,M,2.0,2016.0,3.0,0
1993.0,Да,Female,,4.0,,Дева,32.0,,2.0,1.0,Bachelors,916540296460,New Delhi,M,6.0,2017.0,4.0,1
,Да,Female,No,4.0,4.0,Дева,32.0,5.0,,1.0,Bachelors,916540296460,New Delhi,,6.0,,4.0,1
