Год_рождения,Подписаны_документы,Пол,БылПростой,ОпытВДолжности,Активность,Знак_зодиака,Возраст,Оценка_HR,УровеньОплаты,Офлайн_участие,Образование,Телефон,Город,Размер,Закрытые_проекты,ГодНайма,Курсы,Увольнение
1990.0,Нет,Male,Yes,0.0,479.0,Близнецы,36.0,,3.0,1.0,Bachelors,916014334126,Bangalore,M,,,,0
1990.0,Да,Male,No,,255.0,Стрелец,35.0,5.0,2.0,1.0,,917392187677,Pune,M,5.0,,3.0,1
1990.0,,Male,No,,,Стрелец,35.0,5.0,2.0,1.0,Masters,917392187677,Pune,M,5.0,2017.0,3.0,1
1990.0,Да,Male,No,1.0,255.0,Стрелец,,,2.0,1.0,Masters,917392187677,Pune,,5.0,2017.0,,1
,Нет,Male,Yes,5.0,,Козерог,,3.0,3.0,0.0,Bachelors,915125354630,Pune,XXL,,2017.0,3.0,0
1992.0,Нет,Male,Yes,5.0,152.0,Козерог,33.0,3.0,3.0,0.0,Bachelors,915125354630,Pune,XXL,15.0,2017.0,3.0,0
,Нет,Male,,5.0,152.0,Козерог,,3.0,3.0,0.0,Bachelors,915125354630,Pune,,15.0,,3.0,0
1992.0,Нет,Male,Yes,,152.0,Козерог,33.0,3.0,3.0,0.0,Bachelors,915125354630,Pune,XXL,15.0,2017.0,3.0,0
,Нет,,,2.0,129.0,Овен,34.0,4.0,3.0,0.0,Bachelors,919860445737,Bangalore,S,1.0,2016.0,3.0,0
1992.0,Нет,,No,2.0,129.0,Овен,34.0,4.0,3.0,0.0,Bachelors,919860445737,Bangalore,S,1.0,2016.0,3.0,0
1992.0,Нет,Male,No,2.0,129.0,Овен,,4.0,,0.0,Bachelors,919860445737,Bangalore,S,1.0,2016.0,3.0,0
1988.0,Нет,Male,,3.0,310.0,Скорпион,39.0,6.0,3.0,0.0,,913262982443,,XXL,,2017.0,5.0,0
,,,,3.0,310.0,Скорпион,39.0,6.0,3.0,0.0,,913262982443,,XXL,13.0,2017.0,5.0,0
1988.0,Нет,Male,No,3.0,310.0,Скорпион,39.0,6.0,3.0,0.0,Bachelors,913262982443,,XXL,13.0,2017.0,,0
1988.0,Нет,Male,No,3.0,310.0,Скорпион,,6.0,3.0,0.0,Bachelors,913262982443,Bangalore,XXL,13.0,2017.0,5.0,0
1988.0,,Male,No,,434.0,Козерог,38.0,5.0,3.0,1.0,Bachelors,912936408447,Bangalore,XL,4.0,2018.0,3.0,1
1988.0,Да,Male,No,0.0,434.0,,38.0,5.0,3.0,1.0,Bachelors,912936408447,Bangalore,,4.0,2018.0,,1
1988.0,Да,Male,,,434.0,,38.0,5.0,3.0,1.0,Bachelors,912936408447,Bangalore,XL,4.0,2018.0,3.0,1
1988.0,Да,Male,No,0.0,434.0,Козерог,38.0,5.0,,1.0,Bachelors,912936408447,,XL,4.0,2018.0,3.0,1
1991.0,Да,Female,,1.0,186.0,,35.0,2.0,2.0,,Bachelors,911463483177,Pune,S,2.0,2012.0,3.0,1
,,,No,,186.0,Весы,35.0,2.0,,,Bachelors,911463483177,Pune,,2.0,2012.0,3.0,1
1991.0,Да,Female,No,1.0,186.0,,35.0,2.0,,0.0,Bachelors,911463483177,,S,,2012.0,,1
1987.0,,Female,,5.0,342.0,Дева,40.0,4.0,2.0,,Bachelors,914567742961,,XS,11.0,2015.0,4.0,1
1986.0,Нет,Male,,3.0,339.0,Лев,41.0,4.0,3.0,,,919606645210,,XL,6.0,2017.0,4.0,0
,,Male,No,3.0,339.0,Лев,41.0,,3.0,,Bachelors,919606645210,Pune,XL,6.0,2017.0,,0
1992.0,Нет,Female,Yes,3.0,313.0,,33.0,1.0,1.0,,Bachelors,918275607397,Bangalore,XS,3.0,,1.0,0
1985.0,Нет,Male,,0.0,,Близнецы,40.0,1.0,1.0,,Masters,911137841027,New Delhi,,10.0,,1.0,0
,Нет,,No,0.0,279.0,,40.0,1.0,1.0,,Masters,911137841027,New Delhi,M,10.0,2017.0,1.0,0
1985.0,Нет,Male,,0.0,279.0,Близнецы,40.0,1.0,1.0,0.0,,911137841027,,M,10.0,2017.0,1.0,0
,Нет,Male,No,0.0,279.0,Близнецы,,1.0,1.0,0.0,Masters,911137841027,,M,10.0,2017.0,1.0,0
1993.0,Да,Female,,3.0,,Весы,33.0,10.0,,0.0,Bachelors,914486745649,Bangalore,XXL,5.0,,3.0,1
,Да,,No,3.0,454.0,Весы,33.0,,3.0,0.0,Bachelors,914486745649,Bangalore,XXL,5.0,2018.0,3.0,1
1993.0,,Female,,3.0,454.0,Весы,,10.0,3.0,0.0,Bachelors,914486745649,Bangalore,XXL,5.0,2018.0,3.0,1
1993.0,,,,3.0,454.0,Весы,33.0,,,0.0,Bachelors,914486745649,Bangalore,XXL,5.0,2018.0,3.0,1
1993.0,Да,Female,No,,,Весы,33.0,10.0,,0.0,,914486745649,Bangalore,XXL,,2018.0,3.0,1
1988.0,Да,Male,No,1.0,173.0,Близнецы,38.0,0.0,,0.0,,911652866066,Bangalore,L,,2015.0,3.0,1
1988.0,Да,Male,No,1.0,173.0,Близнецы,38.0,,3.0,,Bachelors,911652866066,Bangalore,,15.0,2015.0,,1
1994.0,Нет,Male,No,2.0,,Дева,,,2.0,1.0,Masters,919948675710,Bangalore,M,1.0,2017.0,1.0,0
1994.0,Нет,Male,No,2.0,,Дева,,,2.0,,Masters,919948675710,,M,1.0,2017.0,1.0,0
1995.0,Нет,Male,Yes,2.0,,Рак,32.0,5.0,3.0,1.0,Bachelors,918205861964,Pune,XL,11.0,2014.0,,0
,Нет,Male,Yes,,295.0,Рак,32.0,,3.0,1.0,Bachelors,918205861964,Pune,XL,11.0,2014.0,,0
1995.0,Нет,,,2.0,295.0,Рак,32.0,,3.0,1.0,Bachelors,918205861964,Pune,XL,11.0,2014.0,2.0,0
1989.0,Да,,No,2.0,169.0,Близнецы,,,2.0,1.0,Bachelors,913137490713,Pune,M,1.0,2016.0,1.0,1
1989.0,,Female,No,2.0,169.0,Близнецы,37.0,4.0,2.0,1.0,Bachelors,913137490713,,M,,2016.0,1.0,1
1989.0,Да,,No,2.0,169.0,Близнецы,,4.0,2.0,1.0,Bachelors,913137490713,Pune,M,1.0,2016.0,1.0,1
1985.0,Нет,Male,No,5.0,96.0,Стрелец,40.0,8.0,3.0,0.0,Bachelors,914452938428,,M,10.0,2015.0,,0
1994.0,Да,Female,No,4.0,56.0,Близнецы,33.0,7.0,,,PHD,916861125333,New Delhi,S,4.0,2018.0,3.0,1
1994.0,,Female,,,56.0,Близнецы,33.0,,3.0,1.0,PHD,916861125333,New Delhi,S,4.0,2018.0,3.0,1
1994.0,Да,Female,,4.0,56.0,Близнецы,33.0,7.0,3.0,,PHD,916861125333,New Delhi,S,4.0,,3.0,1
,Да,,,4.0,56.0,Близнецы,33.0,7.0,3.0,,,916861125333,New Delhi,S,4.0,2018.0,3.0,1
1994.0,Да,Female,No,4.0,56.0,,33.0,,3.0,1.0,PHD,916861125333,New Delhi,S,4.0,,3.0,1
1985.0,Нет,Male,No,4.0,110.0,Стрелец,40.0,,2.0,0.0,Masters,912965150579,New Delhi,XL,7.0,2017.0,3.0,0
,Нет,Male,No,4.0,,Стрелец,40.0,10.0,2.0,0.0,Masters,912965150579,New Delhi,XL,7.0,,3.0,0
1985.0,Нет,Male,No,4.0,,Стрелец,40.0,10.0,2.0,0.0,,912965150579,,,7.0,2017.0,3.0,0
1985.0,,Male,No,4.0,110.0,Стрелец,,10.0,2.0,0.0,Masters,912965150579,New Delhi,XL,7.0,2017.0,3.0,0
