Год_рождения,Подписаны_документы,Пол,БылПростой,ОпытВДолжности,Активность,Знак_зодиака,Возраст,Оценка_HR,УровеньОплаты,Офлайн_участие,Образование,Телефон,Город,Размер,Закрытые_проекты,ГодНайма,Курсы,Увольнение
1987.0,Нет,Male,No,2.0,,,40.0,6.0,3.0,0.0,Masters,912651483354,New Delhi,,2.0,,3.0,0
1994.0,Да,Female,,0.0,413.0,Скорпион,32.0,3.0,2.0,0.0,Bachelors,919286019089,,L,,2015.0,2.0,1
,Да,Female,No,0.0,413.0,,32.0,3.0,2.0,0.0,Bachelors,919286019089,Pune,L,4.0,2015.0,2.0,1
1994.0,Да,Female,No,0.0,413.0,Скорпион,32.0,3.0,2.0,0.0,Bachelors,919286019089,,,4.0,2015.0,2.0,1
1988.0,Нет,Male,No,1.0,243.0,,38.0,10.0,3.0,0.0,Bachelors,917205013370,Bangalore,L,14.0,2013.0,3.0,0
,Нет,Male,No,1.0,,,38.0,10.0,,,Bachelors,917205013370,Bangalore,L,,2013.0,,0
1994.0,Да,Female,No,1.0,409.0,Лев,,,3.0,1.0,Bachelors,917996051653,,L,15.0,2012.0,1.0,1
,Да,Male,No,3.0,256.0,,36.0,5.0,3.0,,Bachelors,914380414808,Bangalore,M,3.0,2018.0,1.0,1
1990.0,Да,Male,No,3.0,256.0,Лев,,5.0,3.0,0.0,,914380414808,Bangalore,M,3.0,2018.0,,1
,Нет,Male,No,1.0,162.0,Стрелец,35.0,2.0,3.0,,Bachelors,914837945440,Bangalore,,,2012.0,1.0,0
1991.0,Нет,Male,No,1.0,162.0,Стрелец,,2.0,,0.0,Bachelors,914837945440,Bangalore,,,,1.0,0
1991.0,Нет,Male,No,1.0,,Стрелец,35.0,,3.0,0.0,Bachelors,914837945440,Bangalore,M,11.0,2012.0,1.0,0
,Нет,,No,1.0,162.0,Стрелец,35.0,2.0,3.0,0.0,Bachelors,914837945440,Bangalore,M,11.0,2012.0,1.0,0
,Нет,,,0.0,56.0,,37.0,5.0,,1.0,Bachelors,914881071117,,M,6.0,,1.0,0
1990.0,,Male,No,3.0,221.0,Водолей,35.0,6.0,2.0,,Bachelors,917142438453,,L,,,1.0,1
1990.0,,Male,No,,221.0,,35.0,6.0,2.0,0.0,Bachelors,917142438453,Pune,,,,1.0,1
1990.0,Да,,No,3.0,221.0,,,6.0,2.0,,,917142438453,Pune,L,4.0,2015.0,1.0,1
,Да,Male,No,,221.0,Водолей,,,2.0,,Bachelors,917142438453,Pune,,4.0,2015.0,1.0,1
1989.0,,Female,,1.0,,Рыбы,37.0,,,1.0,Masters,914379414725,Pune,,,2017.0,3.0,0
1989.0,Нет,Female,No,1.0,143.0,Рыбы,37.0,6.0,,1.0,Masters,914379414725,Pune,S,2.0,2017.0,3.0,0
1987.0,Нет,Male,No,,120.0,Водолей,,,2.0,,Masters,916919748617,Pune,XL,,2017.0,,0
1987.0,Нет,Male,No,4.0,120.0,Водолей,39.0,3.0,2.0,1.0,Masters,916919748617,Pune,XL,2.0,2017.0,1.0,0
,,Male,,,,Водолей,39.0,3.0,2.0,1.0,Masters,916919748617,,XL,2.0,2017.0,1.0,0
1985.0,Да,,No,4.0,66.0,Лев,40.0,2.0,3.0,0.0,Masters,912951779476,Pune,,1.0,2014.0,5.0,1
,Да,Male,No,,66.0,Лев,40.0,,3.0,,Masters,912951779476,Pune,M,1.0,2014.0,5.0,1
1986.0,Да,Female,No,1.0,361.0,Водолей,41.0,7.0,2.0,1.0,Bachelors,912276528250,Pune,M,14.0,2012.0,2.0,1
1984.0,Нет,Male,Yes,0.0,0.0,,41.0,10.0,,1.0,Bachelors,919772060832,Pune,M,15.0,,,1
1984.0,Нет,Male,Yes,0.0,0.0,Рыбы,41.0,10.0,3.0,1.0,Bachelors,919772060832,,M,15.0,2018.0,2.0,1
1984.0,Нет,Male,Yes,,0.0,Рыбы,41.0,,3.0,1.0,,919772060832,,M,15.0,2018.0,2.0,1
,,Male,Yes,,0.0,Рыбы,41.0,10.0,3.0,1.0,Bachelors,919772060832,Pune,M,15.0,2018.0,2.0,1
,Нет,Female,No,,89.0,Весы,39.0,0.0,,,Masters,911444101171,Pune,,14.0,2017.0,3.0,0
1988.0,,Female,No,2.0,89.0,Весы,39.0,0.0,2.0,1.0,Masters,911444101171,Pune,M,14.0,2017.0,3.0,0
1988.0,Нет,,,2.0,89.0,Весы,39.0,0.0,2.0,1.0,Masters,911444101171,,M,14.0,2017.0,3.0,0
1989.0,Нет,Female,No,5.0,84.0,Рак,38.0,7.0,3.0,0.0,Bachelors,919877408167,Bangalore,M,1.0,2012.0,4.0,0
1989.0,Нет,Female,No,5.0,84.0,Рак,38.0,7.0,3.0,,Bachelors,919877408167,Bangalore,M,1.0,2012.0,,0
1989.0,,Female,No,5.0,84.0,Рак,38.0,7.0,,0.0,,919877408167,Bangalore,M,1.0,2012.0,,0
1992.0,Нет,Male,No,3.0,337.0,Дева,33.0,,,1.0,Bachelors,913083690865,Bangalore,L,6.0,,3.0,0
,,Male,No,,337.0,Дева,,7.0,3.0,1.0,,913083690865,Bangalore,L,6.0,2013.0,,0
,Нет,,No,3.0,249.0,,36.0,,3.0,1.0,,914813647437,Bangalore,,9.0,2014.0,2.0,0
,Нет,Female,,3.0,249.0,Близнецы,36.0,0.0,3.0,1.0,Bachelors,914813647437,Bangalore,,9.0,2014.0,,0
1984.0,,Male,No,5.0,379.0,,41.0,9.0,3.0,0.0,Bachelors,919143748570,Bangalore,M,,2017.0,1.0,0
1987.0,Нет,Female,No,,175.0,Стрелец,40.0,3.0,,1.0,PHD,919222008555,New Delhi,M,3.0,2012.0,,0
1987.0,,Female,No,,,Стрелец,40.0,3.0,,1.0,PHD,919222008555,New Delhi,M,3.0,2012.0,1.0,0
1987.0,,Female,No,5.0,175.0,Стрелец,,3.0,3.0,,PHD,919222008555,New Delhi,M,3.0,2012.0,1.0,0
1995.0,,,,4.0,,Рак,31.0,4.0,3.0,1.0,Bachelors,914492432460,Bangalore,,6.0,2013.0,2.0,1
,Да,Female,No,4.0,230.0,,31.0,4.0,3.0,1.0,,914492432460,Bangalore,S,6.0,2013.0,2.0,1
1995.0,Да,,No,4.0,230.0,Рак,31.0,4.0,3.0,1.0,,914492432460,,S,6.0,2013.0,,1
1993.0,Нет,Female,No,,356.0,Рыбы,33.0,10.0,3.0,0.0,,916591321996,Bangalore,M,13.0,2012.0,3.0,0
1986.0,,Male,Yes,2.0,347.0,Водолей,39.0,3.0,3.0,,Bachelors,919517678463,Bangalore,M,5.0,,4.0,0
1986.0,Нет,Male,,2.0,347.0,Водолей,,3.0,3.0,0.0,,919517678463,Bangalore,M,5.0,,4.0,0
1986.0,,,Yes,2.0,347.0,Водолей,39.0,3.0,3.0,0.0,Bachelors,919517678463,Bangalore,M,5.0,,4.0,0
1994.0,Нет,,No,5.0,146.0,Козерог,33.0,10.0,,0.0,Masters,919905835564,Pune,S,10.0,2014.0,1.0,0
1994.0,Нет,Female,No,5.0,146.0,Козерог,33.0,10.0,2.0,0.0,Masters,919905835564,Pune,S,10.0,2014.0,,0
1994.0,,,No,,146.0,Козерог,,10.0,,0.0,Masters,919905835564,Pune,,10.0,2014.0,1.0,0
1990.0,Нет,,No,,244.0,Весы,35.0,,3.0,0.0,Bachelors,913825216691,Bangalore,L,9.0,2015.0,2.0,0
1990.0,Нет,,No,,244.0,,35.0,,3.0,0.0,Bachelors,913825216691,Bangalore,L,9.0,2015.0,2.0,0
,Нет,Male,No,0.0,,Весы,35.0,,3.0,0.0,Bachelors,913825216691,Bangalore,L,,2015.0,,0
1990.0,Нет,Male,No,0.0,244.0,Весы,35.0,,3.0,0.0,Bachelors,913825216691,Bangalore,L,9.0,2015.0,2.0,0
1988.0,Нет,Male,No,2.0,,,38.0,5.0,3.0,0.0,Masters,913505863331,New Delhi,M,0.0,2012.0,1.0,0
,Нет,Female,,,398.0,Рыбы,36.0,,,0.0,Bachelors,914180693866,Bangalore,XS,10.0,,3.0,0
1989.0,Нет,Female,No,0.0,398.0,Рыбы,,,3.0,0.0,Bachelors,914180693866,Bangalore,,,2016.0,,0
1989.0,Нет,Female,No,0.0,398.0,Рыбы,36.0,0.0,,0.0,Bachelors,914180693866,Bangalore,XS,,2016.0,,0
1989.0,Нет,Female,No,0.0,398.0,,36.0,0.0,3.0,,,914180693866,Bangalore,XS,10.0,2016.0,3.0,0
1991.0,Да,Female,No,2.0,50.0,Близнецы,36.0,,2.0,1.0,Bachelors,911237490948,Pune,,12.0,2014.0,3.0,1
1991.0,,Female,,2.0,50.0,Близнецы,36.0,0.0,2.0,1.0,,911237490948,Pune,M,12.0,,3.0,1
1991.0,Да,Female,No,2.0,50.0,Близнецы,36.0,,2.0,1.0,,911237490948,Pune,,12.0,2014.0,3.0,1
,Да,Female,No,2.0,50.0,Близнецы,,0.0,2.0,1.0,Bachelors,911237490948,Pune,M,,2014.0,3.0,1
1991.0,Да,Female,No,2.0,50.0,,36.0,0.0,2.0,1.0,Bachelors,911237490948,Pune,,12.0,2014.0,3.0,1
,Нет,Male,No,5.0,429.0,,35.0,,,0.0,Bachelors,912974235922,Bangalore,,,,4.0,0
1992.0,Нет,Male,No,5.0,429.0,Телец,35.0,3.0,1.0,,,912974235922,Bangalore,M,,,4.0,0
