Год_рождения,Подписаны_документы,Пол,БылПростой,ОпытВДолжности,Активность,Знак_зодиака,Возраст,Оценка_HR,УровеньОплаты,Офлайн_участие,Образование,Телефон,Город,Размер,Закрытые_проекты,ГодНайма,Курсы,Увольнение
1999.0,Нет,,No,3.0,115.0,Рак,28.0,0.0,3.0,0.0,Bachelors,911364811379,New Delhi,M,,2014.0,2.0,0
1999.0,Нет,Male,No,3.0,343.0,Лев,28.0,4.0,3.0,1.0,Bachelors,915741695155,Pune,L,13.0,2016.0,5.0,0
1999.0,Нет,Male,,3.0,343.0,,28.0,4.0,3.0,1.0,Bachelors,915741695155,Pune,L,13.0,2016.0,5.0,0
,Нет,Male,,,343.0,Лев,28.0,4.0,3.0,,,915741695155,Pune,,13.0,2016.0,5.0,0
1999.0,Нет,,No,3.0,343.0,Лев,28.0,4.0,3.0,1.0,Bachelors,915741695155,Pune,L,,,5.0,0
,Нет,Male,,5.0,420.0,Близнецы,27.0,3.0,3.0,1.0,,915257362603,Bangalore,L,3.0,,2.0,1
2000.0,,Male,No,4.0,130.0,,,6.0,3.0,0.0,,916353245730,Pune,M,9.0,2017.0,3.0,1
2000.0,Да,Male,No,,130.0,,26.0,6.0,3.0,0.0,,916353245730,Pune,M,9.0,2017.0,3.0,1
2000.0,,Male,No,4.0,130.0,Рыбы,26.0,,3.0,0.0,,916353245730,Pune,M,9.0,2017.0,3.0,1
2001.0,Нет,Male,Yes,3.0,,Телец,25.0,4.0,,1.0,,918976132798,Bangalore,L,9.0,2013.0,5.0,0
2001.0,Нет,Male,Yes,,81.0,Телец,25.0,4.0,3.0,1.0,Bachelors,918976132798,Bangalore,,,2013.0,5.0,0
,Нет,Male,Yes,3.0,81.0,Телец,25.0,4.0,3.0,1.0,,918976132798,Bangalore,L,9.0,2013.0,,0
2001.0,Нет,Male,Yes,3.0,81.0,,25.0,4.0,3.0,1.0,,918976132798,Bangalore,L,9.0,,5.0,0
1998.0,Да,Female,,,,Стрелец,,,2.0,1.0,Bachelors,912137937685,Pune,S,14.0,2015.0,2.0,1
1998.0,,Female,No,2.0,73.0,Стрелец,28.0,8.0,,1.0,Bachelors,912137937685,,,14.0,,,1
1998.0,Да,Female,No,2.0,73.0,Стрелец,28.0,8.0,2.0,1.0,Bachelors,912137937685,,S,14.0,2015.0,,1
,Нет,Male,No,4.0,25.0,Весы,,10.0,1.0,1.0,PHD,915977393862,,M,,2013.0,2.0,0
2000.0,,,No,4.0,25.0,Весы,26.0,10.0,1.0,1.0,PHD,915977393862,,,10.0,,2.0,0
2000.0,Нет,Male,No,4.0,,Весы,26.0,10.0,1.0,1.0,PHD,915977393862,,M,10.0,2013.0,2.0,0
,Нет,Male,No,4.0,25.0,Весы,26.0,10.0,,1.0,PHD,915977393862,Bangalore,M,10.0,2013.0,2.0,0
1998.0,Да,Male,No,5.0,328.0,Козерог,27.0,5.0,3.0,0.0,Masters,911594869260,,L,14.0,,2.0,1
1998.0,Да,,,5.0,,Козерог,27.0,5.0,3.0,0.0,Masters,911594869260,Pune,L,14.0,2012.0,2.0,1
1998.0,Да,,No,5.0,328.0,,27.0,,3.0,0.0,,911594869260,,L,,2012.0,2.0,1
1998.0,Да,Male,No,5.0,328.0,Козерог,27.0,,3.0,0.0,Masters,911594869260,Pune,L,14.0,2012.0,2.0,1
1998.0,Да,Male,No,5.0,328.0,Козерог,,5.0,3.0,0.0,Masters,911594869260,,L,14.0,2012.0,,1
1997.0,Нет,Male,No,2.0,214.0,,28.0,6.0,1.0,0.0,Bachelors,919842664143,Bangalore,L,9.0,2016.0,2.0,0
2002.0,Да,Female,Yes,2.0,471.0,Рыбы,24.0,3.0,2.0,0.0,Masters,911749663010,New Delhi,,8.0,,,1
2002.0,Да,Female,,2.0,471.0,Рыбы,24.0,3.0,2.0,0.0,,911749663010,,,,,1.0,1
2002.0,Да,Female,Yes,2.0,471.0,Рыбы,24.0,3.0,,0.0,Masters,911749663010,New Delhi,S,8.0,2017.0,1.0,1
2000.0,Нет,Female,Yes,,,Водолей,,8.0,1.0,,Bachelors,916833050813,,XS,,2015.0,3.0,0
2000.0,Нет,Female,Yes,3.0,80.0,Водолей,25.0,8.0,1.0,1.0,Bachelors,916833050813,,XS,3.0,2015.0,3.0,0
2000.0,Нет,Female,Yes,3.0,,,25.0,,1.0,1.0,Bachelors,916833050813,Bangalore,XS,,2015.0,3.0,0
,Нет,,Yes,3.0,80.0,,25.0,8.0,,,Bachelors,916833050813,Bangalore,XS,,2015.0,,0
,Нет,Female,Yes,3.0,80.0,Водолей,25.0,8.0,1.0,1.0,,916833050813,Bangalore,,3.0,,,0
,Да,Female,No,3.0,,Овен,25.0,2.0,3.0,0.0,Bachelors,913502197020,Pune,,7.0,2015.0,3.0,1
,Да,Female,No,3.0,,Овен,25.0,,3.0,0.0,Bachelors,913502197020,Pune,M,7.0,2015.0,3.0,1
2001.0,Да,Female,No,3.0,101.0,Овен,25.0,2.0,3.0,0.0,Bachelors,913502197020,Pune,,7.0,2015.0,3.0,1
,Нет,Male,No,,473.0,,24.0,6.0,3.0,,,916272576025,Pune,M,8.0,2015.0,4.0,0
2001.0,Нет,Male,No,,473.0,Весы,24.0,6.0,3.0,0.0,,916272576025,Pune,,8.0,2015.0,4.0,0
2000.0,Нет,,Yes,3.0,297.0,Телец,25.0,7.0,1.0,0.0,,912713359337,Bangalore,M,8.0,,1.0,0
,Нет,Male,Yes,3.0,297.0,Телец,25.0,7.0,1.0,0.0,Bachelors,912713359337,Bangalore,M,8.0,2018.0,1.0,0
1999.0,Нет,Female,,,328.0,Козерог,,9.0,2.0,1.0,Masters,919717827490,Pune,S,,2017.0,2.0,0
1999.0,Нет,Female,No,1.0,,Козерог,28.0,9.0,2.0,1.0,Masters,919717827490,Pune,S,12.0,2017.0,,0
1999.0,Нет,Female,,1.0,328.0,,,9.0,2.0,1.0,,919717827490,Pune,S,12.0,2017.0,2.0,0
1997.0,Нет,Female,No,2.0,,Рак,28.0,0.0,3.0,0.0,Bachelors,912246485677,Bangalore,L,5.0,2014.0,5.0,0
1997.0,Нет,Female,No,2.0,142.0,Рак,28.0,0.0,3.0,0.0,Bachelors,912246485677,Bangalore,L,5.0,2014.0,5.0,0
1997.0,Нет,Female,No,2.0,142.0,Рак,28.0,0.0,3.0,,Bachelors,912246485677,Bangalore,L,5.0,2014.0,,0
2001.0,Нет,Female,No,2.0,75.0,Рак,24.0,4.0,2.0,0.0,Bachelors,918339334268,,S,,2017.0,1.0,0
,Нет,Female,No,2.0,75.0,Рак,,4.0,2.0,0.0,Bachelors,918339334268,,S,,2017.0,1.0,0
,Да,Male,No,,494.0,Рыбы,25.0,1.0,2.0,0.0,PHD,912086796581,New Delhi,S,10.0,2013.0,2.0,1
2001.0,Да,Male,,3.0,494.0,,25.0,1.0,2.0,0.0,,912086796581,New Delhi,S,10.0,2013.0,2.0,1
2001.0,Да,Male,No,,494.0,Рыбы,25.0,,2.0,,PHD,912086796581,New Delhi,S,10.0,2013.0,2.0,1
2001.0,Нет,Male,No,3.0,39.0,Близнецы,,4.0,,1.0,Bachelors,919138588487,,XL,3.0,2015.0,3.0,0
2001.0,Нет,Male,No,3.0,,Близнецы,25.0,4.0,,1.0,Bachelors,919138588487,Bangalore,XL,,,,0
,Нет,Male,No,,39.0,Близнецы,25.0,4.0,1.0,1.0,Bachelors,919138588487,Bangalore,,3.0,,3.0,0
,Нет,Male,No,3.0,39.0,,,4.0,1.0,,Bachelors,919138588487,Bangalore,XL,,2015.0,,0
2001.0,,Male,No,,,Близнецы,25.0,,,1.0,Bachelors,919138588487,,XL,3.0,2015.0,3.0,0
1997.0,Да,Male,No,,419.0,Рак,,2.0,,1.0,PHD,917319235207,New Delhi,,,2014.0,1.0,1
,Да,Male,No,2.0,419.0,,,2.0,3.0,1.0,PHD,917319235207,New Delhi,L,,2014.0,,1
1997.0,Да,Male,No,,419.0,Рак,28.0,2.0,3.0,,,917319235207,New Delhi,L,10.0,2014.0,1.0,1
1998.0,Да,Female,No,,,Водолей,27.0,,,,Masters,918735809539,New Delhi,S,4.0,2018.0,4.0,1
1998.0,Нет,Female,No,5.0,,Близнецы,27.0,,3.0,0.0,,916801561094,New Delhi,S,1.0,2016.0,1.0,0
1998.0,Нет,Female,No,5.0,277.0,Близнецы,27.0,0.0,3.0,0.0,Bachelors,916801561094,New Delhi,S,1.0,2016.0,1.0,0
1998.0,Нет,Female,No,5.0,277.0,,,,,0.0,Bachelors,916801561094,New Delhi,S,1.0,,1.0,0
1998.0,Нет,Female,No,5.0,277.0,Близнецы,27.0,0.0,3.0,0.0,Bachelors,916801561094,New Delhi,S,,2016.0,1.0,0
1998.0,Нет,Female,No,,277.0,Близнецы,27.0,0.0,,0.0,Bachelors,916801561094,New Delhi,,1.0,2016.0,1.0,0
2001.0,,,,3.0,475.0,,,5.0,,0.0,Masters,914489035526,New Delhi,M,6.0,2017.0,1.0,1
1998.0,Нет,Female,Yes,,321.0,Близнецы,27.0,3.0,3.0,0.0,Bachelors,917839485064,New Delhi,S,,2016.0,1.0,0
1998.0,Нет,Female,,5.0,321.0,Близнецы,27.0,3.0,3.0,0.0,Bachelors,917839485064,New Delhi,,,2016.0,1.0,0
1998.0,Нет,Female,Yes,,,Близнецы,,,3.0,0.0,Bachelors,917839485064,,S,1.0,2016.0,1.0,0
1998.0,,Female,Yes,,321.0,Близнецы,,3.0,3.0,0.0,,917839485064,New Delhi,S,1.0,2016.0,1.0,0
1998.0,Нет,Female,Yes,,321.0,Близнецы,27.0,3.0,3.0,0.0,Bachelors,917839485064,New Delhi,S,1.0,2016.0,1.0,0
,Да,Female,No,1.0,103.0,Телец,28.0,0.0,,1.0,Bachelors,919913892755,Pune,,,2018.0,2.0,1
,,Female,No,1.0,103.0,Телец,28.0,0.0,3.0,1.0,Bachelors,919913892755,Pune,XL,,2018.0,2.0,1
1998.0,Да,Female,No,1.0,103.0,Телец,,0.0,,1.0,Bachelors,919913892755,Pune,,,2018.0,2.0,1
1998.0,Да,Female,No,1.0,103.0,Телец,28.0,,,1.0,Bachelors,919913892755,Pune,,6.0,,2.0,1
1999.0,,,No,1.0,333.0,Лев,28.0,9.0,3.0,1.0,Bachelors,911355608284,,L,0.0,2018.0,1.0,1
1999.0,Да,,No,,,Лев,,9.0,3.0,1.0,Bachelors,911355608284,Pune,,0.0,2018.0,1.0,1
1999.0,,Male,No,1.0,,Лев,28.0,,3.0,1.0,Bachelors,911355608284,,L,,2018.0,1.0,1
1999.0,Да,,No,1.0,333.0,,28.0,9.0,3.0,1.0,Bachelors,911355608284,Pune,,,,,1
2001.0,Нет,Female,No,4.0,307.0,Стрелец,26.0,,1.0,0.0,Bachelors,916703380230,Bangalore,,12.0,2017.0,2.0,0
2001.0,,Female,No,4.0,,Стрелец,26.0,0.0,1.0,0.0,Bachelors,916703380230,Bangalore,M,12.0,,,0
2001.0,Нет,Female,No,4.0,307.0,Стрелец,26.0,0.0,,0.0,Bachelors,916703380230,Bangalore,M,12.0,2017.0,,0
2001.0,Нет,Female,No,4.0,307.0,Стрелец,,,1.0,,Bachelors,916703380230,Bangalore,M,12.0,2017.0,2.0,0
2001.0,Нет,Female,No,4.0,307.0,Стрелец,26.0,0.0,1.0,,Bachelors,916703380230,Bangalore,M,12.0,2017.0,,0
2001.0,,Male,,2.0,396.0,Рак,24.0,,3.0,0.0,,914450643711,Bangalore,,14.0,,1.0,1
2001.0,Да,,No,2.0,396.0,Рак,,6.0,3.0,0.0,Bachelors,914450643711,,XXL,14.0,,1.0,1
2001.0,Да,,No,2.0,396.0,Рак,24.0,,3.0,,Bachelors,914450643711,Bangalore,,14.0,2013.0,1.0,1
2001.0,Да,,No,,396.0,Рак,24.0,6.0,3.0,,Bachelors,914450643711,Bangalore,XXL,14.0,2013.0,,1
1999.0,Нет,Female,No,4.0,,Телец,26.0,1.0,3.0,0.0,Bachelors,915353970813,New Delhi,S,10.0,2012.0,1.0,0
1999.0,,Female,No,,367.0,Телец,26.0,1.0,3.0,0.0,Bachelors,915353970813,New Delhi,,10.0,2012.0,,0
2000.0,Нет,,No,,324.0,Дева,,10.0,3.0,1.0,Bachelors,912610844918,Pune,XL,15.0,2012.0,2.0,0
2001.0,Да,Male,No,2.0,442.0,,24.0,,2.0,0.0,Masters,913023422301,New Delhi,M,5.0,2013.0,,1
2001.0,Да,,No,2.0,,,24.0,7.0,2.0,0.0,Masters,913023422301,New Delhi,,5.0,2013.0,4.0,1
,Да,Male,No,2.0,442.0,,24.0,7.0,2.0,0.0,Masters,913023422301,New Delhi,M,5.0,,4.0,1
2001.0,Да,Male,,2.0,442.0,Рак,24.0,,,0.0,,913023422301,New Delhi,M,5.0,,4.0,1
1997.0,Нет,Female,,2.0,,,28.0,8.0,,1.0,Bachelors,916043715453,New Delhi,M,8.0,,1.0,0
,Нет,Female,No,,6.0,Телец,28.0,8.0,3.0,,,916043715453,,M,8.0,2016.0,1.0,0
1997.0,Нет,Female,No,2.0,,,28.0,,3.0,1.0,Bachelors,916043715453,New Delhi,M,8.0,2016.0,1.0,0
2001.0,Нет,Male,,2.0,386.0,Лев,24.0,10.0,3.0,,Masters,912927866059,,XL,15.0,2014.0,2.0,0
,Нет,Male,,2.0,386.0,Лев,24.0,10.0,3.0,0.0,Masters,912927866059,New Delhi,,15.0,2014.0,2.0,0
,Нет,Male,,2.0,386.0,Лев,24.0,,3.0,0.0,Masters,912927866059,New Delhi,XL,15.0,,2.0,0
2001.0,Нет,Male,No,2.0,386.0,Лев,24.0,10.0,,,Masters,912927866059,New Delhi,XL,15.0,2014.0,2.0,0
2000.0,Да,,No,3.0,391.0,Водолей,25.0,5.0,3.0,1.0,Bachelors,915056874259,Bangalore,M,9.0,2015.0,,1
2000.0,Да,Female,No,,391.0,,25.0,5.0,3.0,1.0,,915056874259,,M,9.0,,4.0,1
2000.0,Да,Female,No,3.0,391.0,Водолей,25.0,5.0,3.0,1.0,Bachelors,915056874259,Bangalore,,9.0,2015.0,4.0,1
2000.0,Да,,No,3.0,391.0,Водолей,25.0,5.0,3.0,1.0,Bachelors,915056874259,Bangalore,M,9.0,2015.0,,1
1998.0,Да,Female,No,,21.0,Овен,,5.0,2.0,1.0,Bachelors,917194778972,Pune,S,1.0,2015.0,1.0,1
,,Female,,5.0,,Овен,,5.0,2.0,,Bachelors,917194778972,,S,1.0,2015.0,,1
1998.0,Да,Female,No,5.0,21.0,Овен,,5.0,,,Bachelors,917194778972,Pune,S,1.0,2015.0,,1
