Год_рождения,Подписаны_документы,Пол,БылПростой,ОпытВДолжности,Активность,Знак_зодиака,Возраст,Оценка_HR,УровеньОплаты,Офлайн_участие,Образование,Телефон,Город,Размер,Закрытые_проекты,ГодНайма,Курсы,Увольнение
1992.0,Да,,,3.0,405.0,,,5.0,2.0,1.0,Bachelors,911361578373,,,,2017.0,2.0,1
1992.0,Да,,No,,405.0,Овен,,5.0,2.0,,Bachelors,911361578373,Pune,L,0.0,2017.0,2.0,1
1992.0,Да,Female,No,,405.0,Овен,34.0,5.0,,1.0,Bachelors,911361578373,Pune,L,0.0,2017.0,2.0,1
1992.0,Да,,No,3.0,405.0,,34.0,5.0,2.0,1.0,,911361578373,Pune,L,0.0,2017.0,2.0,1
,,Female,,,405.0,Овен,34.0,5.0,2.0,1.0,Bachelors,911361578373,,,,2017.0,2.0,1
1996.0,Нет,Male,No,2.0,466.0,Дева,,8.0,2.0,0.0,Bachelors,911751675685,New Delhi,M,15.0,,1.0,0
1996.0,Нет,Male,No,2.0,466.0,Дева,31.0,8.0,,,Bachelors,911751675685,New Delhi,,15.0,2017.0,1.0,0
1996.0,Нет,Male,,2.0,466.0,Дева,31.0,8.0,2.0,0.0,Bachelors,911751675685,New Delhi,M,15.0,2017.0,1.0,0
1996.0,,Male,No,2.0,466.0,Дева,31.0,8.0,,0.0,,911751675685,New Delhi,M,15.0,2017.0,1.0,0
1992.0,Да,,Yes,1.0,213.0,Лев,34.0,8.0,2.0,1.0,,919918405675,Pune,,,2014.0,1.0,1
1988.0,,Female,No,1.0,3.0,Козерог,37.0,8.0,,1.0,Bachelors,914821394149,Bangalore,M,8.0,2013.0,3.0,0
,Да,Female,No,3.0,242.0,,,5.0,1.0,0.0,,914444917507,Pune,,14.0,2015.0,3.0,1
1991.0,,Female,No,,242.0,Стрелец,,5.0,,0.0,Bachelors,914444917507,Pune,M,14.0,,3.0,1
1991.0,Да,Female,No,,,Стрелец,34.0,5.0,1.0,0.0,Bachelors,914444917507,Pune,M,14.0,2015.0,3.0,1
1991.0,Да,Female,,3.0,242.0,Стрелец,34.0,5.0,1.0,,,914444917507,Pune,M,14.0,,3.0,1
,Да,Female,No,3.0,242.0,Стрелец,34.0,5.0,1.0,,Bachelors,914444917507,Pune,M,14.0,2015.0,3.0,1
1993.0,Нет,Male,No,2.0,179.0,Стрелец,33.0,,,,Bachelors,911740153023,Bangalore,L,14.0,2015.0,1.0,0
,,Male,No,,179.0,Стрелец,33.0,8.0,3.0,0.0,Bachelors,911740153023,Bangalore,L,14.0,2015.0,1.0,0
1990.0,Нет,Male,No,,376.0,Рак,37.0,6.0,3.0,1.0,Bachelors,915306919424,Bangalore,S,11.0,,1.0,0
1990.0,Нет,Male,No,,376.0,Рак,37.0,6.0,3.0,,Bachelors,915306919424,Bangalore,S,11.0,2016.0,1.0,0
1988.0,Нет,Female,No,1.0,309.0,Козерог,,7.0,1.0,0.0,Bachelors,914967170474,,,11.0,2012.0,,0
1985.0,,Male,No,5.0,16.0,Дева,40.0,4.0,3.0,,,917667067675,Pune,L,8.0,,5.0,0
1985.0,Нет,,No,5.0,,Дева,40.0,4.0,,1.0,Bachelors,917667067675,,L,,2016.0,5.0,0
1985.0,,Male,No,,16.0,,40.0,4.0,3.0,,Bachelors,917667067675,Pune,L,8.0,2016.0,5.0,0
1994.0,,,No,,387.0,Телец,33.0,,3.0,1.0,Bachelors,915412766506,New Delhi,L,,2017.0,4.0,1
1994.0,Да,Female,No,,387.0,Телец,33.0,3.0,3.0,1.0,Bachelors,915412766506,,L,,2017.0,,1
1994.0,Да,Female,No,1.0,387.0,,33.0,3.0,,1.0,Bachelors,915412766506,New Delhi,L,,2017.0,,1
1994.0,Да,Female,No,1.0,387.0,,33.0,3.0,3.0,,Bachelors,915412766506,New Delhi,L,12.0,2017.0,4.0,1
1994.0,Да,Female,No,1.0,387.0,,33.0,3.0,3.0,1.0,Bachelors,915412766506,New Delhi,,12.0,2017.0,4.0,1
,Нет,Male,No,1.0,155.0,Овен,33.0,1.0,3.0,1.0,Bachelors,915279309181,New Delhi,L,14.0,,,0
,Нет,Male,No,1.0,155.0,Овен,,1.0,3.0,1.0,,915279309181,New Delhi,L,,2016.0,3.0,0
1993.0,Нет,,No,,155.0,Овен,33.0,1.0,3.0,,Bachelors,915279309181,New Delhi,L,14.0,,,0
1988.0,Нет,Male,Yes,,10.0,Близнецы,37.0,5.0,3.0,,Masters,917175832620,New Delhi,M,13.0,2013.0,1.0,0
1988.0,Нет,,Yes,2.0,10.0,Близнецы,,,3.0,,Masters,917175832620,New Delhi,M,13.0,2013.0,1.0,0
1988.0,,,Yes,,,Близнецы,37.0,5.0,3.0,,Masters,917175832620,New Delhi,M,,2013.0,1.0,0
1988.0,Нет,Male,Yes,2.0,10.0,,37.0,5.0,3.0,,Masters,917175832620,New Delhi,,,2013.0,1.0,0
1988.0,Нет,Male,Yes,2.0,10.0,Близнецы,37.0,5.0,3.0,0.0,Masters,917175832620,,M,13.0,2013.0,1.0,0
