Год_рождения,Подписаны_документы,Пол,БылПростой,ОпытВДолжности,Активность,Знак_зодиака,Возраст,Оценка_HR,УровеньОплаты,Офлайн_участие,Образование,Телефон,Город,Размер,Закрытые_проекты,ГодНайма,Курсы,Увольнение
1989.0,Да,Male,,4.0,205.0,Стрелец,37.0,,3.0,1.0,,916883674990,Bangalore,L,4.0,2018.0,,1
,Нет,,No,,220.0,Весы,35.0,,,1.0,Bachelors,917417462912,Pune,S,2.0,,3.0,1
1991.0,Нет,Female,No,,220.0,Весы,35.0,9.0,3.0,1.0,,917417462912,Pune,S,2.0,2015.0,3.0,1
1995.0,Да,Female,No,4.0,,Рыбы,32.0,1.0,2.0,0.0,Bachelors,915576577867,Pune,XS,14.0,2013.0,3.0,1
1995.0,,Female,No,,400.0,Рыбы,32.0,,2.0,0.0,Bachelors,915576577867,Pune,XS,14.0,,3.0,1
1995.0,Да,Female,No,,400.0,Рыбы,32.0,1.0,,0.0,Bachelors,915576577867,Pune,XS,14.0,2013.0,,1
,Да,Female,No,4.0,400.0,Рыбы,32.0,1.0,2.0,0.0,Bachelors,915576577867,Pune,XS,,2013.0,3.0,1
1995.0,Да,,No,4.0,400.0,Рыбы,,1.0,,,Bachelors,915576577867,Pune,,,2013.0,,1
,Да,Female,No,0.0,,Дева,39.0,3.0,1.0,0.0,Bachelors,912744671104,Pune,M,8.0,2013.0,1.0,1
1995.0,Да,Male,,1.0,,,32.0,1.0,3.0,1.0,Bachelors,911131190114,Pune,S,,2018.0,1.0,1
1995.0,Да,Male,No,1.0,,Весы,32.0,,3.0,1.0,Bachelors,911131190114,Pune,S,0.0,2018.0,1.0,1
1988.0,Нет,Female,,5.0,243.0,Дева,37.0,2.0,3.0,0.0,PHD,918608042282,New Delhi,,0.0,2012.0,4.0,0
1995.0,Нет,,No,4.0,102.0,Дева,31.0,3.0,3.0,1.0,Bachelors,917362371946,Pune,,7.0,2012.0,4.0,0
1995.0,Нет,,No,4.0,102.0,Дева,31.0,3.0,3.0,1.0,Bachelors,917362371946,Pune,XL,7.0,2012.0,4.0,0
,Нет,Male,,4.0,102.0,Дева,31.0,3.0,3.0,1.0,Bachelors,917362371946,,XL,7.0,2012.0,,0
1995.0,Нет,Male,No,4.0,102.0,Дева,31.0,3.0,3.0,,Bachelors,917362371946,Pune,XL,,2012.0,4.0,0
