Год_рождения,Подписаны_документы,Пол,БылПростой,ОпытВДолжности,Активность,Знак_зодиака,Возраст,Оценка_HR,УровеньОплаты,Офлайн_участие,Образование,Телефон,Город,Размер,Закрытые_проекты,ГодНайма,Курсы,Увольнение
1995.0,Нет,,No,5.0,402.0,Стрелец,,10.0,3.0,,PHD,915316639256,,L,6.0,2017.0,5.0,0
1995.0,Нет,Male,No,3.0,6.0,Весы,31.0,0.0,,,,919004230452,New Delhi,L,1.0,,3.0,0
,Нет,Male,No,3.0,6.0,Весы,31.0,0.0,,1.0,PHD,919004230452,New Delhi,L,,,,0
,Нет,Male,No,3.0,6.0,Весы,,,3.0,1.0,PHD,919004230452,New Delhi,L,1.0,,3.0,0
,,,,3.0,6.0,Весы,31.0,0.0,3.0,1.0,PHD,919004230452,New Delhi,,1.0,,,0
1995.0,Нет,Male,No,3.0,6.0,Весы,31.0,0.0,3.0,1.0,,919004230452,New Delhi,,1.0,,3.0,0
1990.0,Нет,,,4.0,361.0,,37.0,0.0,3.0,,Bachelors,912881118829,Bangalore,XS,7.0,2013.0,5.0,0
1990.0,,Female,No,4.0,361.0,Стрелец,37.0,0.0,3.0,0.0,Bachelors,912881118829,Bangalore,XS,7.0,2013.0,5.0,0
1990.0,Нет,Female,No,4.0,361.0,Стрелец,37.0,0.0,3.0,0.0,Bachelors,912881118829,Bangalore,XS,7.0,2013.0,,0
1990.0,Нет,Female,No,4.0,361.0,Стрелец,37.0,0.0,3.0,0.0,Bachelors,912881118829,,XS,7.0,2013.0,,0
2005.0,Да,Female,No,0.0,,Дева,,8.0,2.0,0.0,Bachelors,916606232910,Pune,L,,2015.0,1.0,1
2005.0,Да,Female,No,0.0,,Дева,22.0,,2.0,0.0,Bachelors,916606232910,Pune,L,8.0,2015.0,1.0,1
2005.0,Да,Female,No,,,Дева,22.0,8.0,,0.0,Bachelors,916606232910,Pune,L,8.0,2015.0,1.0,1
,Нет,Male,No,5.0,243.0,Близнецы,,3.0,1.0,0.0,,914447996706,,S,,,3.0,0
1989.0,Нет,,No,5.0,243.0,Близнецы,38.0,3.0,,0.0,PHD,914447996706,,,,2015.0,3.0,0
1989.0,,Male,No,5.0,,Близнецы,38.0,,1.0,0.0,PHD,914447996706,,S,14.0,2015.0,3.0,0
1989.0,Нет,Male,No,5.0,243.0,Близнецы,38.0,3.0,1.0,,PHD,914447996706,New Delhi,S,14.0,2015.0,3.0,0
1989.0,Нет,Male,No,,243.0,Близнецы,38.0,3.0,1.0,0.0,PHD,914447996706,New Delhi,S,14.0,2015.0,3.0,0
2001.0,Да,Female,No,,,Лев,26.0,5.0,,,Bachelors,911356076502,New Delhi,S,,2016.0,2.0,1
1995.0,,Male,No,4.0,141.0,Скорпион,31.0,,2.0,,Masters,918454147449,New Delhi,L,7.0,,4.0,0
1995.0,Нет,Male,No,4.0,141.0,,,9.0,2.0,1.0,Masters,918454147449,New Delhi,L,7.0,,,0
,Нет,Male,,,141.0,Скорпион,,9.0,2.0,1.0,Masters,918454147449,New Delhi,,7.0,,4.0,0
1995.0,Нет,Male,No,4.0,141.0,Скорпион,31.0,9.0,2.0,1.0,Masters,918454147449,New Delhi,L,,2017.0,4.0,0
1995.0,Нет,Male,No,4.0,141.0,,31.0,9.0,,1.0,,918454147449,New Delhi,,7.0,2017.0,4.0,0
1999.0,Нет,Male,No,5.0,106.0,Стрелец,28.0,,3.0,0.0,Masters,911378207345,New Delhi,,,2014.0,2.0,0
1999.0,Нет,Male,,,106.0,Стрелец,28.0,10.0,3.0,0.0,Masters,911378207345,New Delhi,L,13.0,2014.0,2.0,0
1992.0,Нет,Female,No,3.0,108.0,Скорпион,34.0,,,1.0,PHD,918838789277,New Delhi,,4.0,,1.0,0
1996.0,Нет,Male,No,2.0,,Телец,31.0,9.0,,1.0,Masters,919433123427,,M,,,,0
1996.0,Нет,Male,No,2.0,433.0,,31.0,9.0,3.0,1.0,Masters,919433123427,Bangalore,M,6.0,2013.0,2.0,0
1996.0,Нет,Male,No,2.0,,,31.0,9.0,,1.0,Masters,919433123427,Bangalore,M,,2013.0,2.0,0
